-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2023,,,,,,,,
Location: latitude  26.91   longitude -109.62 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 135.61 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2023,303,19.37,32.48,0,1.87,33.45,18.82,52.06
2023,304,18.96,32.67,0,1.85,33.57,18.05,48.7
2023,305,18.82,32.4,0,2.09,34.34,17.83,45.19
2023,306,17.75,33.58,0,1.51,35.72,21.46,44.22
2023,307,18.4,33.23,0,1.43,35.72,22.23,46.34
2023,308,10.41,34.64,0,1.52,35.33,22.66,49.5
2023,309,11.49,34.69,0,1.51,37.1,22.88,47.76
2023,310,17.79,33.14,0,1.87,38.61,22.99,44.57
2023,311,17.91,32.91,0.04,1.49,39.21,23.23,38.46
2023,312,6.79,35.33,1.83,1.63,32.91,23.71,58.98
2023,313,17.39,32.65,0.01,2.4,31.83,20.72,55.77
2023,314,18.12,30.78,0,2.2,32.13,18.95,37.56
2023,315,18.48,29.82,0,1.73,31.34,17.2,34.06
2023,316,17.99,30.73,0,1.85,31.89,16.87,42.35
2023,317,17.45,31.84,0,1.56,34.18,19.14,45.78
2023,318,14.64,32.3,0,1.55,34.18,19.1,43.36
2023,319,16.16,31.83,0,1.73,35.29,19.13,38.78
2023,320,7.69,34.22,0,2.44,33.56,21.01,33.81
2023,321,12.82,34.56,0,3.52,37.07,22.83,34.8
2023,322,12.75,34.74,0,3.03,34.78,23.91,46.6
2023,323,16.85,30.95,0,3.11,31.99,20.29,45.93
2023,324,16.26,30,0,1.97,30.28,17.4,40.94
2023,325,17.49,29.08,0,4.03,31.12,15.56,30.52
2023,326,17.24,28.6,0,3.06,30.76,16.94,28.43
2023,327,16.39,30.69,0,2.36,28.91,14.55,44.64
2023,328,13.57,31.74,0,2.35,27.3,17.6,63.14
2023,329,15.49,30.62,0,1.79,27.82,18.45,67.95
2023,330,8.66,31.96,0,1.47,26.54,17.18,61.19
2023,331,15.03,31.68,0,1.56,29.78,17.53,54.16
2023,332,15.81,31.25,0.15,1.49,29.73,18.3,55.22
2023,333,11.56,32.3,0,1.53,26.08,18.16,62.42
2023,334,15,30.22,0,1.63,25.87,16.2,64.79
2023,335,13.93,30.03,0,1.54,24.55,14.57,61.05
2023,336,16.61,28.72,0,2.34,28.13,13.17,47.33
2023,337,16.64,28.37,0,2.17,32.5,12.98,23.17
2023,338,16.6,28.58,0,1.69,32.25,13.43,25.7
2023,339,15.92,28.9,0,1.58,32.04,15.18,29.33
2023,340,13.63,30.31,0,1.54,28.45,17.27,26.66
2023,341,15.96,29.6,0,1.45,32.11,17.55,32.44
2023,342,16.05,29.26,0,1.66,31.44,17.3,37.39
2023,343,16.18,28.92,0,1.96,31.76,16.68,32.73
2023,344,16.15,28.49,0,2.52,33.3,15.8,25.13
2023,345,15.83,28.94,0,1.33,31.22,15.97,35.33
2023,346,12.58,30.41,0,1.43,26.85,17.29,51.88
2023,347,15.81,29.45,0,1.93,29.09,16.64,50.04
2023,348,15.88,28.78,0,1.79,30.24,16.28,35.08
2023,349,16.2,27.68,0,1.93,31.99,14.93,27.21
2023,350,15.66,28.53,0,2.27,31.81,15.36,30.63
2023,351,15.57,29.16,0,1.65,33.23,16.32,32.85
2023,352,14.58,30.19,0,1.31,33.01,19.6,30.65
2023,353,13.54,30.37,0,1.3,31.45,18.44,33.8
2023,354,6.44,32.26,0,1.63,27.29,18.49,42.09
2023,355,11.02,32.28,0,1.57,29.27,19.43,39.57
2023,356,14.81,30.83,0,2.06,32.32,19.44,35.39
