-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2015,,,,,,,,
Location: latitude  26.91   longitude -109.62 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 135.61 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2015,303,17.64,33.01,1.98,1.89,28.2,19.25,66.64
2015,304,19.23,31.68,0,1.61,29.97,16.53,53.16
2015,305,19.28,32.1,0,1.76,32.87,16.25,50.97
2015,306,19.12,32.44,0,1.51,32.16,16.49,53.56
2015,307,16.96,33.88,0,2.46,29.88,19.11,67.38
2015,308,17.66,32.98,0.01,2.06,29.4,17.79,68.24
2015,309,19.23,30.56,0,2.11,30.74,15.84,53.17
2015,310,19,30.53,0,2.4,31.31,15.49,45.07
2015,311,18.81,30.71,0,1.43,30.51,16.51,43.69
2015,312,18.68,31.19,0,1.35,29.71,16.66,50.82
2015,313,15.37,32.95,0,1.28,30.27,19.18,49.99
2015,314,16.38,33.36,0,1.68,30.25,19.67,50.96
2015,315,12.39,32.62,0,2.85,28.97,17.77,48.44
2015,316,17.67,30.47,0,1.64,29.93,15.82,45.15
2015,317,14.57,32.59,0,1.68,30.29,16.55,48.53
2015,318,16.69,32.58,0.08,2.71,34.21,19.46,53.08
2015,319,9.25,34.17,0.03,1.16,27.52,20.89,63.56
2015,320,15.58,31.97,0.03,2.97,26.13,14.25,65.38
2015,321,18.18,28.33,0,3.31,25.93,10.75,43.34
2015,322,17.69,29.28,0,2.5,31.59,10.6,39.13
2015,323,17.45,30.01,0,1.44,31.56,14.16,42.71
2015,324,17.5,30.11,0,1.5,31.65,16.62,38.9
2015,325,17.04,30.42,0,1.73,33.09,16.92,36.88
2015,326,17,30.55,0,2.03,32.19,15.24,38.78
2015,327,8.05,33.93,0,1.22,27.34,17.74,42.36
2015,328,14.5,31.95,0,2.02,33.4,18.96,31.35
2015,329,12.94,33.67,0.34,1.7,33.34,19.98,35.72
2015,330,11.98,34.49,0.85,1.68,29.9,21.69,59.86
2015,331,8.05,35.34,15.74,1.67,27.25,19.26,77.51
2015,332,4.23,35.24,14.82,0.91,24.67,18.74,84.48
2015,333,15.74,31.29,0.56,2.25,26.94,16.32,62.48
2015,334,10.83,30.23,0,2.57,28.28,16.21,52.96
2015,335,11.07,31.08,0,1.28,24.34,15.71,51.18
2015,336,16.56,29.07,0,2.2,30.65,11.57,39.9
2015,337,16.37,29.35,0,2.7,29.61,13.49,44.09
2015,338,15.89,30.32,0,1.71,29.12,13.88,51.06
2015,339,15.48,31.13,0,1.49,31.56,17.16,52.22
2015,340,15.59,31.18,0,2.1,33.59,15.76,48.06
2015,341,15.07,30.85,0,1.67,31.76,15.42,50.19
2015,342,15.58,30.92,0,1.4,30.94,18.01,55.55
2015,343,15.49,30.97,0,1.51,32.28,17.05,50.81
2015,344,15.69,30.55,0,1.28,32.62,17.31,44.04
2015,345,13.64,31.36,0,2.64,28.52,14.82,60.67
2015,346,11.17,31.35,0.86,3.69,22.66,12.51,64.19
2015,347,16.3,27.42,0,2.3,22.18,9.31,48.21
2015,348,15.98,28.61,0,1.48,24.41,10.6,40.65
2015,349,10.9,31.18,0,1.53,22.09,13.26,56.93
2015,350,15.68,27.93,0,1.97,21.37,10.21,39.44
2015,351,16,27.85,0,2.34,26.53,8.16,39.64
2015,352,14.62,29.36,0,1.83,29.69,9.55,38.18
2015,353,8.3,32.15,0.02,1.59,23.05,13.79,52.79
2015,354,7.14,32.13,0.07,1.09,22.51,15.9,66.58
2015,355,15.3,29.83,0,1.9,26.93,13.47,55.31
2015,356,13.8,29.99,0,1.4,24.25,13.33,54.48
2015,357,15.08,30.86,0.01,1.6,24.69,12.87,65.85
2015,358,15.09,30.66,0,1.9,26.38,13.38,67.7
2015,359,12.85,30.82,0,1.41,26,15.45,62.66
2015,360,7.68,30.83,0.13,3.27,19.1,7.66,50.28
2015,361,16.32,25.85,0,2.6,18.13,4.74,34.6
2015,362,12.13,28.33,0,1.47,20.04,6.2,42.37
2015,363,12.76,29.18,0,1.58,21.62,8.7,56.15
2015,364,13.87,29.22,0,1.64,23.76,9.57,52.34
2015,365,8.01,30.26,0,1.25,22,13.69,50.14
2016,1,5.7,31.03,0,1.15,25.71,12.87,53.15
2016,2,15.95,28.17,0,1.62,27.62,12.23,55.64
2016,3,15.91,28.45,0,1.32,28.74,12.6,49.48
2016,4,14.31,31.06,0.14,2.34,24.04,13.54,68.29
2016,5,13.88,30.94,0.86,1.8,23.35,13.96,74.94
2016,6,15.14,29.81,0.09,1.49,23.17,12.67,69.52
2016,7,16.29,28.46,0.11,1.9,23.69,11.66,61.42
2016,8,15.36,28.69,9.09,1.97,20.47,10.56,65.67
2016,9,16.78,26.79,0,2.45,21.84,8.32,51.69
