-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2022,,,,,,,,
Location: latitude  19.31   longitude -99.61 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2626.86 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2022,1,20.4,20.77,0,0.9,22.41,6.32,45.92
2022,2,20.13,21.79,0.02,1.67,20.28,2.84,49.03
2022,3,18.77,24.46,0.02,0.81,20.45,1.27,62.07
2022,4,20.12,22.1,0,0.87,22.13,3.26,43.92
2022,5,19.09,22.6,0,0.99,22.59,5.88,42.53
2022,6,16.74,24.41,0.33,0.66,22.28,7.15,51.94
2022,7,13.97,25.01,0.89,0.6,20.18,6.06,69.92
2022,8,16.07,24.8,1.04,0.76,18.38,6.33,61.86
2022,9,18.7,22.67,0.08,1.09,20.36,5.62,64.42
2022,10,15.85,24.73,0.29,2.25,17.07,5.18,75.88
2022,11,14.17,25.61,0.03,1.37,17.88,2.49,69.5
2022,12,19.6,23.13,0,0.99,19.58,2.76,70.49
2022,13,18.21,23.1,0.07,1.02,18.92,3.73,66.28
2022,14,20.04,21.89,0,1.23,19.66,4.22,54.97
2022,15,17.46,24.32,0.09,1.4,19.1,3.68,66.9
2022,16,14.76,26.33,2.98,0.86,17.42,4.87,72.92
2022,17,16.25,24.82,1.15,0.75,17.27,5.74,69.16
2022,18,16.77,24.68,0.33,0.9,19.97,4.77,60.33
2022,19,17.84,24.47,0.04,0.74,20.28,5.2,53.03
2022,20,15.26,25.77,0.14,0.49,20.36,5.01,48.38
2022,21,12.8,27.41,0.53,1.43,15.81,6.83,71.3
2022,22,14.76,26.32,0.03,0.95,19.71,5.02,63.03
2022,23,18.4,24.3,0.15,0.86,20.9,2.94,61.14
2022,24,14.96,24.93,0,1.82,19.2,5.25,58.42
2022,25,18.81,23.79,0,1.2,20.49,4.06,57.13
2022,26,19.86,22.71,0.04,0.76,21.27,5.75,54.24
2022,27,19.22,23.52,0,1,20.83,5.71,56.76
2022,28,17.94,24.99,0.22,1.65,21.03,5.08,55.15
2022,29,18.42,25.66,0.17,0.95,20.38,3.36,67
2022,30,19.87,23.53,0,1.39,21.19,5.89,59.9
2022,31,19.86,23.5,0,1.91,21.06,5.44,58.07
2022,32,22.23,22.09,0,1.36,21.57,5.13,49.33
2022,33,22.12,21.78,0,1.22,21.9,4.3,50.98
2022,34,21.61,22.15,0.04,1.27,21.81,4.38,57.22
2022,35,20.13,23.52,0.02,0.9,21.19,5.87,50.85
2022,36,18.67,24.38,0.11,0.64,20.55,4.09,57.42
2022,37,17.56,24.61,0.17,0.76,21.32,5.06,53.3
2022,38,13.13,26.8,0.64,1.01,19.4,6.12,63.57
2022,39,18.06,25.57,1.04,1.34,17.6,4.64,66.74
2022,40,19.22,23.73,0.03,1.08,19.12,3.25,61.21
2022,41,20.53,22.75,0.01,1.19,18.61,3.43,64.51
2022,42,20.98,22.56,0,1.59,19.03,2.9,53.8
2022,43,14.61,26.3,0.12,1.49,19.49,2.57,49.26
2022,44,15.53,27.44,0.04,1.52,19.11,3.41,64.99
2022,45,16.41,26.77,0.91,0.65,19.85,2.71,63.47
2022,46,18.28,27.03,0.79,0.66,20.43,4.81,63.93
2022,47,19.65,24.9,0,1.18,22.6,6.54,54.35
2022,48,23.5,23.8,0,1.06,23.76,6.34,52.78
2022,49,23.03,23.59,0.01,0.68,24.05,4.88,53.48
2022,50,21.68,24.22,0.19,0.64,24.18,7.33,45.47
2022,51,21.88,23.79,0,0.51,23.53,6.8,51.92
2022,52,22.22,23.72,0,0.72,24.66,7.45,41.47
2022,53,23.06,24.38,0.19,0.71,25.74,9.02,39.59
2022,54,24.2,23.92,0.06,0.78,26.12,9.08,37.28
2022,55,21.6,24.61,0.16,0.66,24.17,6.22,47.93
2022,56,21.59,25.23,0.15,0.6,23.99,6.93,56.29
2022,57,20.63,25.22,0.01,1.01,23.63,6.53,56.06
2022,58,24.26,22.9,0.01,1.35,24.08,6.62,49.59
2022,59,25.13,23.17,0,1.3,22.45,3.82,52.45
2022,60,25.83,22.36,0,1.18,24.2,3.79,38.03
2022,61,24.94,23.11,0,0.87,25.14,4.81,38.12
2022,62,24.25,23.8,0,0.61,25.37,6.82,44.99
2022,63,23.36,23.93,0.11,0.65,24.76,5.6,51.39
2022,64,22.86,23.89,0.11,1.01,24.68,6.41,49.27
2022,65,23.36,24.3,0.19,0.58,25.18,6.73,47.53
2022,66,20.89,25.96,0.04,0.58,25.41,8.09,43.68
2022,67,24.57,22.93,0,1.72,23.72,7.83,44.18
2022,68,26.06,21.48,0,2.07,23.61,5.84,41.02
2022,69,27.19,20.97,0,2.08,24.47,4.12,39.13
2022,70,27.22,21.5,0.01,1.7,26.4,4.65,31.92
2022,71,25.75,22.89,0.05,1.13,24.71,6.36,52.89
2022,72,26.35,22.73,0,0.87,25.73,5.89,42.06
2022,73,23.97,24.2,0.35,0.95,26.56,7.97,38
2022,74,21.25,25.89,2,0.83,24.93,8.19,53.82
2022,75,21.55,26.59,2.48,1.06,23.13,8.84,61.02
2022,76,23.42,24.78,0.12,1.99,24.03,7.38,51.4
2022,77,25.44,24.2,0.07,0.73,25.67,7.97,44.56
2022,78,22.65,24.63,0.06,1.3,24.93,7.01,42.75
2022,79,24.02,24.24,0.02,0.78,25.08,6.97,50.98
2022,80,25.24,23.49,0,1.86,25.94,7.74,43.15
2022,81,20.6,24.46,0,1.86,25.59,7.3,33.2
2022,82,27.63,22.15,0,1.87,24.81,7.18,29.85
2022,83,27.75,21.28,0.02,1.22,24.89,5.57,38.89
2022,84,27.4,23.36,0,0.79,24,3.37,45.02
2022,85,27.56,23.52,0,0.99,24.36,4.94,25.72
2022,86,27.4,23.61,0,1.09,25.36,5.47,24.47
2022,87,26.93,23.75,0,1.11,26.24,6.37,30.68
2022,88,27.46,23.26,0,1.18,27.33,8.45,32.23
2022,89,28.72,22.38,0,1.79,29.15,7.64,28.32
2022,90,27.42,23.2,0,0.94,28.63,9.86,22.51
2022,91,27.29,22.92,0,1.28,27.69,8.12,24.52
2022,92,25.72,23.43,0,0.62,29.21,9.91,26.58
2022,93,25.36,24.61,0,1.02,27.97,9.82,32.51
2022,94,27.82,23.13,0,1.76,27.37,8.36,32.84
2022,95,28.34,22.98,0,1.59,27.41,8.51,28.79
2022,96,28.15,23.99,0,0.6,28.51,9.51,24.5
2022,97,22.86,26.66,0.18,1.48,25.85,7.36,43.26
2022,98,18.77,28.24,1.97,0.78,24.35,6.44,52.6
2022,99,20.27,27.55,2.91,0.62,24.4,7.27,55.23
2022,100,22.72,26.79,1.77,1.21,25.77,7.57,53.17
2022,101,23.74,27.26,0.99,0.99,26.64,9.51,51
2022,102,22.58,28.06,0.48,0.99,26.28,11.11,47.17
2022,103,23.66,26.92,0,0.89,28.13,10.74,41.26
2022,104,21.31,28.91,0,0.77,28.73,11.51,38.94
