-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2019,,,,,,,,
Location: latitude  19.31   longitude -99.61 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2626.86 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2019,1,18.61,22.99,0.01,0.57,20.82,6.09,57.56
2019,2,14.66,22.91,0,1.15,18.94,4.42,60.03
2019,3,15.89,23.86,0,0.7,20.6,6.17,52.31
2019,4,18.46,23.83,0,0.87,20.3,7.27,54.23
2019,5,17.77,24.59,0,0.49,21.08,7.89,57.53
2019,6,18.13,24.27,0,1.1,21.08,6.09,59.55
2019,7,18.68,22.64,0,1.22,20.83,4.51,52.41
2019,8,20.44,20.65,0,0.97,21.16,2.73,55.4
2019,9,19.83,22.02,0.02,1.06,18.2,-0.02,67.69
2019,10,17.04,25.85,0.01,0.42,18.95,2.26,71.41
2019,11,16.43,24.85,0.28,1.09,19.46,4.32,67.75
2019,12,12.06,28.14,3.04,0.84,17.87,4.59,79.31
2019,13,12.61,28.6,1.28,1.05,17.14,6.08,80.14
2019,14,15,26.57,0.09,1.29,15.38,5.5,76.3
2019,15,15.79,26.05,0.02,0.66,17.94,4.73,71.66
2019,16,16.25,26.14,0,0.48,18.57,5.21,70.72
2019,17,14.05,26.85,0.03,0.68,16.69,7.14,71.71
2019,18,14.87,25.81,0.07,0.88,17.08,5.78,71.23
2019,19,15.89,24.63,0.02,1.25,18.34,4.07,65.86
2019,20,20.74,22.91,0,1.29,18.19,0.92,53.81
2019,21,22.04,21.1,0,0.59,21.35,1.42,47.19
2019,22,21.3,21.08,0,1.33,20.18,4.58,54.69
2019,23,20.95,22.15,0.01,1.39,21.08,4.51,61.42
2019,24,20.99,22.15,0,1.46,20.68,3.71,56.02
2019,25,20.54,22.4,0.02,1.07,21.19,5.82,53.44
2019,26,20.85,22.4,0,1.93,19.95,3.53,63.54
2019,27,21.41,21.58,0.02,1.33,16.84,3.41,67.49
2019,28,22.31,20.52,0,1.69,19.61,1.82,61.85
2019,29,20.87,21.2,0.01,0.98,19.92,3.34,56.93
2019,30,22.13,20.79,0,1.53,19.57,2.78,57.98
2019,31,20.99,21.49,0,1.53,20.26,2.28,58.6
2019,32,20.68,22.27,0,0.71,19.36,3.34,51.28
2019,33,21.52,21.79,0,0.7,20.88,5.7,42.04
2019,34,21.66,22,0,0.88,22.45,6.55,38.23
2019,35,21.67,22.01,0,0.63,23.02,6.52,40.27
2019,36,21.58,22.06,0,0.87,24.04,5.19,43.04
2019,37,21.95,22.27,0,0.65,24.77,8.05,40.49
2019,38,22.26,22.36,0.01,1.35,24.9,8.71,49.98
2019,39,17.34,25.88,0.29,1.7,20.42,5.84,72.35
2019,40,18.68,24.4,0.02,0.82,20.94,3.23,63.73
2019,41,22.3,22.98,0,0.65,22.14,3.66,56.61
2019,42,20.19,24.39,0,1.04,22.46,6.52,51.78
2019,43,18.6,26.35,0.63,1.59,20.7,4.86,67.89
2019,44,16.21,27.79,1.64,0.75,19.98,5.46,75.33
2019,45,19.9,25.32,0,1.09,22.64,7.14,64.39
2019,46,23.12,23.55,0,0.55,25.25,7.86,44.44
2019,47,23.76,23.1,0,0.92,26.55,8.21,42.16
2019,48,23.94,23.07,0,1.15,26.81,8.77,41.35
2019,49,23.59,23.5,0,1.51,25.94,7.62,39.95
2019,50,24.46,21.68,0,2.1,23.23,4.96,42.71
2019,51,24.28,22.38,0,1.68,23.26,6.64,41.46
2019,52,24.06,22.07,0,2.01,22.98,4.68,49.17
2019,53,20.29,25.17,0,1.38,20.94,6.92,41.64
2019,54,19.78,26.22,0.06,0.98,23.14,6.51,52.4
2019,55,16.79,27.49,1.02,0.96,22.75,7.78,62.86
2019,56,17.71,27.43,1.53,0.88,23.29,6.98,62.04
2019,57,20.28,25.23,0.17,1.09,24.66,8.19,56.21
2019,58,24.17,23.87,0,1.27,25.17,8.28,47.76
2019,59,24.09,23.92,0,1.12,25.71,6.86,44.02
2019,60,24.15,23.42,0,1.02,26.19,7.57,44.5
2019,61,23.46,24.63,0,0.57,26.23,8.51,43.44
2019,62,24.36,24.74,0,0.95,27.65,8.65,43.28
2019,63,18.5,26.1,2.3,0.66,26.29,7.65,56.87
2019,64,21.53,26.46,1.9,0.57,26.07,9.42,55.18
2019,65,23.14,26.44,0.21,0.68,25.06,7.26,52.24
2019,66,22.47,26.11,0.49,0.57,26.46,9.35,42.22
2019,67,21.6,26.3,0.04,0.66,26.71,8.92,43.61
