-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2023,,,,,,,,
Location: latitude  19.31   longitude -99.61 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2626.86 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2023,1,14.45,24.73,0.07,1.1,19.59,5.89,64.22
2023,2,15.74,24.27,0.07,1.71,17.82,5.46,73.62
2023,3,18.53,23.32,0,1.3,20.4,6.77,66.43
2023,4,19.57,21.99,0,0.74,21.39,4.68,57.06
2023,5,20.04,22.2,0,1.22,20.98,3.78,61.38
2023,6,19.95,22.11,0.01,0.54,20.21,2.07,54.24
2023,7,19.3,22.08,0.01,0.89,20.32,4.34,46.31
2023,8,19.37,21.78,0,0.66,20.51,3.88,51.65
2023,9,16.67,24.26,0,0.81,20.15,4.66,63.32
2023,10,14.72,25.21,0.12,0.6,19.69,6.36,56.71
2023,11,14.69,24.38,0.14,0.99,19.21,6.26,53.88
2023,12,17.06,24.31,0.15,1.7,19.39,3.16,60.67
2023,13,18.9,23.72,0.02,1.3,18.76,0.27,56.94
2023,14,20.7,22.13,0,0.41,19.62,1.54,40.94
2023,15,19.98,22.23,0,1.16,20.52,2.09,48.89
2023,16,20.75,21.91,0,0.96,22.51,1.95,46.64
2023,17,19.92,22.16,0,1.12,22.4,5.6,33.37
2023,18,19.33,21.99,0,1.13,21.73,5.19,30.77
2023,19,18.25,22.24,0.09,0.33,23.23,7.96,30.43
2023,20,19.61,21.22,0,0.65,23.14,5.14,39.15
2023,21,20.38,21.82,0,0.98,22.12,7.46,46.76
2023,22,19.8,22.49,0.02,0.68,21.9,6.33,56.87
2023,23,20.23,22.17,0.02,1.14,21.43,4.94,61.74
2023,24,21.34,21.01,0,1.49,22.32,5.82,59.62
2023,25,21.78,21.31,0.01,0.47,22.34,4.07,43.46
2023,26,19.79,22.69,0.06,0.76,20.29,4.19,53.41
2023,27,21.24,21.79,0,0.55,20.9,4.41,48.95
2023,28,19.64,22.79,0,1.1,21.57,5.19,40.28
2023,29,20.8,22.67,0,0.58,23.15,5.19,38.37
2023,30,20.75,22.96,0,0.71,23.94,7.79,38.23
2023,31,21.67,21.7,0,0.85,23.43,7.16,42.45
2023,32,21.58,22.32,0.01,1.34,22.24,4.81,51.65
2023,33,21.69,22.03,0.01,0.88,23.4,6,50.17
2023,34,18.84,23.86,0.03,1.7,19.32,2.96,64.55
2023,35,22.14,22.73,0,0.55,21.97,1.62,42.19
2023,36,23.07,21.53,0,1.32,22.23,3.4,40.62
2023,37,22.65,22.49,0,0.64,22.74,2.88,42.99
2023,38,21.42,23.51,0,0.88,23.18,4.78,50.07
2023,39,17.66,25.43,0.03,0.65,22.04,5.18,60.84
2023,40,17.38,25.76,0.02,0.82,22.19,7.26,54.82
2023,41,16.37,26.18,0.1,0.99,22.04,7.15,52.77
2023,42,18.21,27.33,0.1,0.74,22.29,4.72,57.15
2023,43,21.54,24.59,0.32,0.5,23.21,4.87,50.72
2023,44,22.28,23.15,0,1.28,24.06,7.05,46.44
2023,45,23.16,22.13,0,1.82,22.58,5.88,53.4
2023,46,24.4,21.3,0,1.73,23.72,5.21,40.53
2023,47,24.19,21.78,0,0.93,26.42,5.1,30.79
2023,48,23.02,23.51,0.06,1,23.8,3.28,49.62
2023,49,24.33,22.57,0,0.46,24.54,3.4,39.48
2023,50,24.65,22.26,0,0.95,23.51,4.91,39.11
2023,51,24.2,21.99,0,0.58,25.12,5.15,34.75
2023,52,22.1,23.44,0,1.45,23.79,4.99,49.63
2023,53,22.23,23.57,0,1.8,22.29,6.21,53.77
