-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2011,,,,,,,,
Location: latitude  19.31   longitude -99.61 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2626.86 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2011,1,12.71,26.21,0.08,0.99,14.72,6.26,57.54
2011,2,18.06,22.96,0.01,0.8,19.73,5.37,64.29
2011,3,19.24,22.24,0,0.92,19.31,6.1,59.69
2011,4,19.28,22.15,0.14,0.53,20.75,5.46,54.51
2011,5,19.6,22.34,0.04,0.9,22.53,5.55,53.31
2011,6,19.57,22.01,0,0.92,22.11,3.02,57.87
2011,7,19.52,22.71,0,0.8,22.23,4.4,50.31
2011,8,18.47,23.52,0,1.59,20.92,4.35,55.36
2011,9,20.15,22.14,0,2.03,19.72,3.09,47.84
2011,10,19.57,22.03,0,1.09,21.41,3.65,30.52
2011,11,18.44,22.59,0.29,1.85,19.47,4.31,57.78
2011,12,19.2,23.26,0.12,1.59,18.05,1.41,66.63
2011,13,16.88,24.65,0.32,0.86,17.04,1.44,71.04
2011,14,18.94,24.01,0.01,0.73,18.36,2.26,61.22
2011,15,13.87,24.28,0.01,1.25,17.63,3.47,64.6
2011,16,20.03,21.28,0,1.75,18.18,3.1,62.16
2011,17,20.57,20.32,0,1.23,19.3,1.54,56.57
2011,18,21.61,20.13,0,1.07,21.01,2.37,37.05
2011,19,20.98,20.7,0,1.39,19.51,2.24,32.67
2011,20,21.12,21.38,0.02,1.51,21.49,4.1,33.81
2011,21,20.86,21.36,0.02,1.68,21,1.89,54.3
2011,22,20.08,21.26,0,1.07,20.34,3.14,47.72
2011,23,21.24,21.11,0,1.85,19.66,2.2,51.34
2011,24,20.01,21.69,0,1.82,19.28,2.89,46.97
2011,25,21.22,21.36,0.04,1.11,20.04,2.57,46.61
2011,26,20.36,22.28,0,1.58,19.38,2.43,52.87
2011,27,19.24,23.24,0.03,0.98,17.78,4.7,40.85
2011,28,17.79,23.73,0.01,0.64,20.83,4.55,49.43
