-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2022,,,,,,,,
Location: latitude  19.38   longitude -100.15 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2459.93 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2022,166,20.06,31.35,11.17,1.79,23.84,12.31,76.06
2022,167,18.56,30.56,0.91,2.04,25.07,9.24,67.45
2022,168,22.83,30.21,6.87,1.07,24.01,11.95,68.49
2022,169,23.07,29.98,2.54,1.2,23,11.45,71.7
2022,170,21.81,30.39,4.8,1.93,24.32,11.9,68.47
2022,171,25.71,30.34,0.69,2.1,26.16,10.32,59.99
2022,172,18.5,31.55,6.13,2.88,24.11,11.53,71.9
2022,173,14.72,31.5,5.28,2.38,21.22,11.26,74.57
2022,174,16.12,29.98,0.71,1.35,20.81,9.98,66.16
2022,175,19.45,29.86,4.18,1.32,21.56,10.6,74.55
2022,176,18.26,30.19,4.82,1.11,19.65,12.03,77.73
2022,177,20.62,30.91,2.79,0.85,25.55,11.61,64.81
2022,178,19.46,31.26,7.53,1.42,23.35,12.38,71.69
2022,179,19.69,31.13,7.41,1.19,21.25,12.27,75.52
2022,180,19.67,31.09,3.07,1.13,22.77,11.63,70.49
2022,181,24.22,30.23,2.13,0.93,26.35,9.78,64.02
2022,182,18.97,30.63,4.01,0.84,23.25,12.27,75.2
2022,183,20.47,31.13,3.34,0.92,22.74,12.61,73
2022,184,22.05,30.42,5.85,0.82,25.68,13.09,66.76
2022,185,21.16,30.96,2.02,1.62,25.63,10.98,70.81
2022,186,15.43,31.14,9.22,1.02,21.88,12.55,79.56
2022,187,20.19,30.38,1.63,0.55,24.66,11.67,70.73
2022,188,16.76,30.99,8.26,0.8,23.64,11.79,76.34
2022,189,23.15,30.52,7,0.88,23.14,13.04,74.95
2022,190,22.43,30.23,5.98,1.29,23.57,12.99,74.55
2022,191,24.98,29.51,3.66,0.81,22.97,12.04,72.09
2022,192,23.07,30.13,3.13,0.75,23.81,12.28,69.62
2022,193,24.56,30.42,1.63,0.64,25.63,11.44,68.33
2022,194,21.31,30.3,5,0.7,24.23,12.14,70.93
2022,195,20.15,31.13,11.19,1.05,22.6,12.24,76.21
2022,196,17.45,31.02,8.66,0.68,19.33,12.81,83.59
2022,197,16.59,31.11,6.63,0.97,23.05,11.71,76.64
2022,198,18.54,30.67,10.67,0.84,23.09,12.22,75.93
2022,199,17.47,30.1,3.07,1.13,21.32,10.43,77.26
2022,200,26.59,29.5,3.86,0.7,26.13,11.87,70.04
2022,201,22.66,30.64,1.57,0.73,24.66,13.01,65.4
2022,202,27.18,29.54,0.16,0.82,27.37,11.07,58.94
2022,203,22.59,29.55,3.23,0.83,23.79,11.99,72.66
2022,204,15.99,30.33,5.22,1,20.24,12.39,82.8
2022,205,21.33,30.19,6.24,0.94,22.09,12.5,75.93
2022,206,16.71,31.51,6.83,0.79,21.05,11.96,80.46
2022,207,23.35,30.48,3.46,0.99,24.8,10.29,70.42
2022,208,14.55,30.73,9.76,0.87,20.97,12.12,80.35
2022,209,20.6,30.35,21.6,0.78,20.5,11.41,83.91
2022,210,14.57,30.61,33.85,0.75,19.15,12.32,86.6
2022,211,19.74,31.21,4.83,1,19.87,10.68,77.25
2022,212,21.94,30.01,3.46,1.24,22.78,9.98,74.6
2022,213,20.4,30.19,3.89,0.7,23.36,11.05,74.12
2022,214,18.45,30.91,5.14,0.72,23.1,12.26,75.5
2022,215,24.13,29.94,2.12,0.77,24.61,11.71,68.17
2022,216,21.84,30.54,3.95,0.71,23.58,12.17,70.34
2022,217,25.26,29.43,1.08,0.5,23.92,11.41,68.65
2022,218,20.94,29.87,2.24,0.9,23.76,11.05,74.31
2022,219,23,29.58,5.58,0.89,23.42,11.15,74.8
2022,220,21.78,29.89,4.29,1.19,23.54,10.77,73.08
2022,221,17.26,30.9,7.1,0.79,18.72,12.44,84.72
2022,222,20.34,30.04,1.61,0.69,21.6,12.18,74.52
2022,223,21.46,30.18,4.22,0.93,24.19,10.26,71.88
2022,224,20.79,30.57,6.03,0.77,22.99,10.83,76.74
2022,225,16.32,30.58,5.47,0.67,20.92,10.99,82.45
2022,226,15.7,31.03,8.6,0.84,17.65,13.24,90.55
2022,227,14.74,31.13,10.52,1.28,18.96,12.56,86.79
2022,228,16.07,30.87,7.23,0.9,20.55,11.62,82.45
2022,229,17.62,30.77,3.13,1.06,22.79,11.73,76.4
2022,230,22.57,30.13,6.72,0.53,22.53,11.43,75.51
2022,231,18.92,30.14,5.01,0.42,19.16,12.53,82.31
2022,232,19.82,30.21,2.21,0.9,20.95,11.95,81.8
2022,233,18.15,31.48,8.22,0.93,20.97,12.43,81.92
2022,234,21.47,30.57,2.27,0.77,23.05,10.61,74.3
2022,235,17.15,31.04,3.29,1.29,21.41,10.85,79.43
2022,236,22.22,29.7,3.05,0.59,23.19,10.97,77.65
2022,237,22.08,30.43,1.22,1.16,24.27,10.03,71.83
2022,238,22.4,29.54,3.03,0.7,23.36,12.09,74.84
2022,239,20.81,29.92,5.66,1,21.37,11.98,82.11
2022,240,18.18,31.38,10.28,1.02,19.66,12.87,87.12
2022,241,15.81,31.93,7.72,0.68,20.92,12.87,85.73
2022,242,18.78,30.84,7.63,1.16,22.76,11.51,81.59
2022,243,19.7,31.02,8.09,0.82,22.63,12,80.42
2022,244,22.6,30.68,6.73,1.27,23.35,11.83,78
2022,245,22.43,30.48,1.35,2.01,23.48,10.42,75.56
2022,246,18,31.2,1.42,2.96,22.82,10.47,77.98
2022,247,18.55,30.98,5.41,2.09,22.41,10.47,80.17
2022,248,13.16,31,8.34,2.32,21.43,11.94,83.37
2022,249,19.61,30.34,9.61,1.04,21.89,11.12,81.81
2022,250,17.49,31.57,11.75,1.17,22.05,12.25,84.96
2022,251,15.93,31.65,2.05,1.16,22.53,10.79,81.54
2022,252,22.74,29.47,0.22,0.86,23.78,10.01,72.98
2022,253,20.29,30.08,0.52,1.13,23.96,10.19,74.91
2022,254,14.89,31.69,1.61,1.68,21.26,10.22,76.36
2022,255,18.87,30.95,2.59,1.45,21.95,10.34,77.54
