-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2021,,,,,,,,
Location: latitude  19.38   longitude -100.15 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2459.93 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2021,166,23.33,31.19,1.35,2.15,24.06,9.95,64.58
2021,167,25.16,31,0.32,2.49,25.12,10.24,61.29
2021,168,19.62,31.55,2.44,2.27,23.58,10.95,68.14
2021,169,13.87,30.75,6.68,2.29,20.3,11.53,77.72
2021,170,10.49,30.9,5.16,3.31,19.66,11.61,81.26
2021,171,19.51,30.74,2.05,2.12,23.39,10.89,76.97
2021,172,19.73,30.94,4.25,1.23,24.97,13.21,75.36
2021,173,15.04,30.3,10.45,0.87,19.63,13.77,86.58
2021,174,16.78,30.72,7.75,0.64,22.24,11.95,79.38
2021,175,19.96,30.79,2.92,1.17,21.58,13.32,79.98
2021,176,15.78,30.45,8.14,1.67,19.32,11.96,80.68
2021,177,14.32,29.5,3.84,2.38,18.9,10.44,79.36
2021,178,11.09,29.65,11.17,2.62,18.44,9.82,82.59
2021,179,14.42,30.21,7.16,2.03,18.35,10.52,83.22
2021,180,20.45,30.18,7.7,0.97,18.43,11.2,84.14
2021,181,19.36,30.8,6.99,0.66,20.1,11.3,81.68
2021,182,15.21,31.31,10.38,0.86,20.74,11.46,84.99
2021,183,11.93,30.62,12.71,0.75,19.46,12.01,86.08
2021,184,13.6,31.39,6.63,1.57,19.37,10.93,81.41
2021,185,20.32,30.23,2.62,1.26,23.58,10.9,73.53
2021,186,20.08,30.01,2.54,0.91,23.8,11.75,75.57
2021,187,15.62,30.69,8.71,1.07,19.55,13.19,86.31
2021,188,15.04,30.89,5.75,1.1,20.6,11.69,83.37
2021,189,17.56,31.07,11.5,1.72,18.74,13.33,86.66
2021,190,15.47,30.61,4.52,1.01,20.65,12.03,81.39
2021,191,19.31,30.76,3.88,0.94,20.83,13.56,82.86
2021,192,21.12,30.93,4.15,1.43,20.62,12.96,83.37
2021,193,17.28,31.28,3.15,0.98,22.94,9.95,70.69
2021,194,19.69,30.44,5.51,0.96,19.76,12.29,81.38
2021,195,24.47,30.13,3.41,0.91,24.04,10.55,71.21
2021,196,15.7,31.36,8.5,0.81,20.25,11.28,84.23
2021,197,23.92,29.71,3.14,1.99,22.21,12.24,75.03
2021,198,19.55,29.92,2.04,0.92,20.1,11.32,76.28
2021,199,22.88,29.66,3.98,1.15,24.2,9.55,70.75
2021,200,24.25,30.08,2.78,0.97,23.83,11.13,68.2
2021,201,24.23,30.4,3.47,0.8,23.44,12.78,73.75
2021,202,15.77,30.76,5.44,0.97,22.58,12.72,77.02
2021,203,18.18,31.43,7.93,0.99,23.2,12.67,75.81
2021,204,23.04,30.59,5.16,0.86,24.26,11.21,72.18
2021,205,27.71,29.62,2.19,0.82,24.84,10.19,63.4
2021,206,23.57,29.99,2.81,0.64,23.92,10.85,71.01
2021,207,23.23,29.33,3.77,0.85,22,10.95,78.8
2021,208,25.46,28.65,1.31,0.88,22.95,11.45,73.43
2021,209,18.39,30.58,2.19,1.14,20.23,12.1,77.98
2021,210,18.85,30.97,2.92,1.5,23,11.57,73.92
2021,211,18.2,31.57,16.11,1.8,22.73,10.78,81.24
2021,212,23.68,30.39,4.73,0.74,24.28,11.78,73.58
2021,213,21.73,30.31,7.11,0.8,22.63,11.43,75.57
2021,214,22.73,30.62,8.51,0.95,20.14,12.57,82.86
2021,215,18.6,31.24,5.52,1.1,19.89,12.87,86.78
2021,216,19.02,30.88,8.24,0.93,18.41,12.8,86.9
2021,217,16.18,31.3,7.89,1.01,21.16,13.07,82.56
2021,218,15.83,31.08,8.17,0.89,22.04,11.81,82.65
2021,219,20.54,30.9,6.2,0.9,21.97,12.44,81.41
2021,220,15.8,31.37,9.54,0.81,21.6,12.17,83.35
2021,221,23.56,30.44,7.11,0.85,23.63,11.95,77.28
2021,222,23.72,30.74,6.14,0.79,23.57,12.43,76.3
2021,223,18.84,30.35,5.54,0.59,20.96,12.03,81.33
2021,224,22.39,29.57,2.04,0.72,21.5,11.15,77.26
2021,225,22.59,29.79,6.62,0.96,19.29,11.64,83.97
2021,226,20.02,30.64,6.43,0.93,21.12,11.77,82.93
2021,227,24.99,29.52,3.09,1.23,22.48,11.54,78.48
2021,228,20.99,31.25,3.51,0.87,22.73,10.8,79.07
2021,229,18.41,30.7,4.66,0.42,21.38,12.14,81.66
2021,230,23.39,30.16,3.07,0.99,24.11,12.86,78.7
2021,231,19.95,30.63,2.17,0.87,23.53,11.13,76.79
2021,232,24.65,29.44,2.55,1.96,23.18,9.65,75.75
2021,233,9.35,30.94,12.16,1.56,18.37,12.42,87.18
2021,234,16.11,31.79,5.64,1.6,21.5,12.33,83.18
2021,235,21.84,30.16,1.92,1.44,23.44,8.95,76.14
2021,236,19.06,31.3,3.13,1.38,22.29,10.07,80.04
2021,237,23.85,31,1.09,2.24,23.54,10.82,76.25
2021,238,23.44,30.24,0.33,1.67,23.29,10.22,71.91
2021,239,9.65,30.02,2.92,1.74,20.21,11.23,79.07
2021,240,11.35,30.1,5.92,1.4,17.02,10.45,87.04
2021,241,16.13,30.28,6.4,1.47,20.31,10.78,85.49
2021,242,16.7,31.17,11.56,1.02,18.61,12.08,89.2
2021,243,17.4,30.97,13.5,1.5,18.29,12.14,88.65
2021,244,14.57,31.41,17.32,1.26,19.32,11.17,85.9
2021,245,15.5,31.08,14.75,1.11,18.33,12.46,90.78
2021,246,17.62,31.01,14.11,0.98,19.94,11.95,88.49
2021,247,18.17,30.55,5.97,0.85,21.1,12.09,84.96
2021,248,17.3,30.08,10.15,1.04,17.24,12.87,90.75
2021,249,16.82,30.46,14.26,1.1,19.34,12.05,87.98
2021,250,17.92,30.37,11.46,1.01,19.08,10.57,81.88
2021,251,19.57,29.53,4.75,0.82,18.88,11.77,85.72
2021,252,21.08,30.67,1.42,1.24,22.47,10.66,77.19
2021,253,19.52,30.07,0.5,1.96,21.32,10.22,77.5
2021,254,22.94,29.72,0.6,2.02,22.11,9.2,75.82
2021,255,19.28,30.72,4.26,1.86,21.64,10.59,78.69
