-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2021,,,,,,,,
Location: latitude  26.91   longitude -109.62 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 135.61 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2021,303,19.23,32.62,0,1.58,33.96,19.44,50.1
2021,304,18.46,33.1,0,1.71,33.4,19.21,59.03
2021,305,18.98,32.82,0,1.7,34.28,21.15,49.71
2021,306,19,31.71,0,1.81,35.59,20.54,40.29
2021,307,19.38,30.59,0,1.63,34.32,18.72,41.08
2021,308,19.04,30.75,0,1.71,34.79,17.19,38.78
2021,309,18.7,31.13,0,1.46,34.51,18.24,36.84
2021,310,17.97,31.6,0,1.43,35.27,20.84,37.29
2021,311,18.52,31.14,0,1.35,35.12,22.14,36.51
2021,312,13.29,32.79,0,1.33,34.12,21.64,40.16
2021,313,17.66,31.65,0,2.04,35.24,20.45,38.38
2021,314,18.51,30.72,0,2.3,35.18,18.25,35.86
2021,315,18.01,31.57,0,1.35,34.2,17.49,44.68
2021,316,17.67,31.78,0,1.52,35.13,17.38,38.84
2021,317,17.14,31.7,0,1.72,36.7,17.97,37.12
2021,318,17.55,31.56,0,2.72,37.23,19.82,28.6
2021,319,17.6,31.14,0,2.76,37.21,20.59,24.84
2021,320,17.26,31.01,0,2.28,33.99,20.73,26.72
2021,321,16.43,30.98,0,1.71,31.94,18.07,36.73
2021,322,17.59,29.88,0,1.75,32.43,17.64,34.26
2021,323,17.07,30.88,0,1.6,31.58,17.02,46.05
2021,324,16.69,31.2,0,1.67,31.96,19.78,51
2021,325,16.11,31.61,0,1.36,31.59,18.85,49.82
2021,326,15.05,31.73,0,1.38,31.22,21.13,58.84
2021,327,14.4,31.99,0,1.83,27.66,18.37,71.55
2021,328,13.45,32.88,0.02,2.07,29.73,18.05,68.92
2021,329,15.26,31.65,0.16,1.49,29.43,18.78,61.18
2021,330,4.21,34.23,5.9,1.96,25.62,18.19,69.01
2021,331,16.24,30.82,0.05,1.59,27.7,16.09,62.75
2021,332,12.97,32.08,0,1.39,30.64,17.16,50.35
2021,333,15.16,31.92,0.01,1.84,31.44,18.17,48.26
2021,334,11.34,31.55,0,1.37,29.27,19.31,48.69
2021,335,15.9,30.58,0,1.55,31.95,18.14,46.76
2021,336,15.64,30.68,0,1.77,33.57,18.4,39.68
2021,337,15.99,30.16,0,2.06,32.98,19.29,34.99
2021,338,14.98,30.07,0,1.53,31.81,19.27,32.31
2021,339,13.7,30.81,0,1.65,28.48,17.82,40.09
2021,340,16.12,29.23,0,1.63,30.01,15.4,42.5
2021,341,15.46,29.06,0,1.51,28.07,16.55,38.48
2021,342,7.91,32.23,0,1.3,29.02,16.61,32.42
2021,343,14.24,32.18,0.25,1.61,27.18,17.69,44.45
2021,344,13.88,31.19,0.14,1.79,25.89,16.99,68.78
2021,345,15.55,29.61,0,2.35,29.01,15.35,52.7
2021,346,15.54,29.62,0,1.5,27.99,14.67,51.04
2021,347,15.03,29.72,0,1.38,28.62,17.24,50.86
2021,348,15.4,30.29,0,1.88,32.12,18.72,38.08
2021,349,13.23,30.09,0,3.21,29.38,17.29,46.43
2021,350,9.28,30.65,0,2.58,25.59,16.04,39.33
2021,351,6.78,31.51,0.01,1.49,22.04,15.31,43.25
2021,352,15.37,28.79,0,2,26.62,14.09,48.65
2021,353,15.85,28.36,0,1.8,24.48,12.43,45.22
2021,354,16.03,28.11,0,1.75,29.11,11.48,38.89
2021,355,15.52,28.79,0,1.83,29.29,11.74,37.89
2021,356,15.34,29.09,0,1.62,30.43,14.22,34.17
2021,357,13.63,29.59,0,1.3,30.29,16.91,31.64
2021,358,14.03,29.7,0,1.77,32.41,18.66,31.44
2021,359,13.86,30.32,0,1.53,31.6,16.97,44.71
2021,360,15.4,29.19,0,2.5,28.89,16.84,49.66
2021,361,14.72,29.69,0,1.91,26.54,16.33,50.28
2021,362,10.79,31.37,4.15,1.67,24.3,14.92,59.62
2021,363,10.91,30.23,0.33,1.64,23.29,12.52,66.22
2021,364,11.98,31.61,1.12,1.62,25.97,14.27,67.01
2021,365,5.11,32.28,31.25,3.44,21.23,13.74,87.84
2022,1,14.27,27.86,0,1.21,20.47,12.76,73.26
2022,2,16.47,27.01,0,2.23,26.81,10.05,54.04
2022,3,15.54,27.72,0,1.26,22.45,10.76,54.65
2022,4,16.08,27.63,0,1.83,27.74,12.84,52.82
2022,5,16.38,27.48,0,2.1,26.9,12.03,48.52
2022,6,16.59,27.76,0.01,1.3,26.57,11.78,53.22
2022,7,16.2,28.06,0,1.25,26.02,13.24,59.72
2022,8,15.86,29.07,0,2.16,26.09,13.28,63.4
2022,9,14.55,29.62,0,1.57,26.78,15.49,57.27
2022,10,14.7,29.18,0,1.97,28.62,14.22,52.63
2022,11,9.4,31.69,0,1.82,29.37,16.38,49.6
2022,12,13.72,31,0,2.12,30.2,17.76,48.79
2022,13,15.74,29.7,0,2.85,31.57,16.96,44.61
2022,14,16.12,29.36,0,2.55,31.07,16.72,42.83
2022,15,11.48,30.83,0,1.5,26.58,17.67,56.46
2022,16,16.15,28.93,0,1.73,28.73,13.9,49.25
2022,17,15.94,28.93,0,1.93,29.5,15.72,52.22
2022,18,16.17,29.57,0,1.96,29.39,16.33,54.02
2022,19,15.48,29.7,0,1.86,26.67,15.67,60.59
2022,20,16.56,28.49,0,1.92,26.44,14.48,54.21
2022,21,17.77,27.65,0,1.81,27.92,11.87,47.85
2022,22,16.87,28.23,0,2.67,24.5,11.78,57.6
2022,23,15.5,28.44,0,2.13,23.48,11.89,60.83
2022,24,18,27.2,0,1.36,24.88,11.78,58.12
2022,25,15.81,27.27,0,1.66,25.47,10.43,55.34
2022,26,18.3,26.55,0,1.53,26.32,11.89,44.29
2022,27,17.4,27.24,0,1.52,27.38,13.48,43.89
2022,28,15.65,28.02,0,1.42,29.76,13.04,38.53
2022,29,18.18,27.51,0,1.73,28.37,13.03,47.06
2022,30,16.89,27.82,0,1.7,27.34,13.38,42.44
2022,31,19.01,26.33,0,1.73,26.68,12.67,39.7
2022,32,17.45,28.09,0,1.53,25.96,12.88,38.9
2022,33,4.71,31.12,1.86,1.87,18.85,12.63,65.43
2022,34,19.63,24.8,0.01,2.11,21.22,9.08,50.08
2022,35,19.57,25.8,0,1.81,26.24,8.98,38.15
2022,36,19.38,27.21,0,2.3,26.55,10.21,41.47
2022,37,19.59,26.96,0,1.64,23.93,12.17,56.28
2022,38,20.03,26.71,0,1.9,29.54,11.23,38.45
2022,39,20.02,26.36,0,2.13,30.21,10.96,31.95
2022,40,19.63,26.65,0,1.53,27.73,12.81,37.84
2022,41,19,27.63,0,1.75,28.6,12.4,33.31
2022,42,18.81,27.53,0,1.72,29.17,12.44,35.44
2022,43,16.94,27.87,0,1.72,31.94,11.56,35.88
2022,44,19.34,27.41,0,2.44,34.41,14.43,26.67
2022,45,21.05,26.2,0,1.93,33.8,12.5,25.6
2022,46,21.17,26.35,0,1.76,30.28,15.3,27.85
2022,47,20.78,26.92,0,2.72,23.97,12.77,56.78
2022,48,21.64,25.85,0,2.04,25.75,9.57,42.92
2022,49,21.9,26.03,0,2.02,28.8,11.24,33.99
2022,50,20,27.55,0,1.64,30.58,10.89,33.54
2022,51,19.63,28.05,0.07,1.68,29.27,15.01,35.67
2022,52,18.38,29.02,0.12,1.91,23.52,12.97,54.05
2022,53,20.59,26.85,0,1.81,27.05,12.07,44.6
2022,54,21.85,26.91,0,2.29,26.37,13.26,41
2022,55,22.16,26.74,0,3.19,27.3,11.71,38.82
2022,56,20.3,27.84,0,2.58,26.3,13.2,30.5
2022,57,22.6,26.65,0,2.78,29.9,11.9,29.57
2022,58,21.92,27.12,0,2.29,33.21,12.87,28.15
2022,59,22.89,26.87,0,1.79,31.52,13.05,37.26
2022,60,22.78,26.94,0,1.63,30.89,14.7,35.6
2022,61,16.79,28.46,0,1.51,31.9,16.39,23.28
2022,62,21.91,28.52,0,1.51,30.79,17.77,21.45
2022,63,23.48,27.42,0,2.08,31.58,16.99,28.08
2022,64,24.11,26.38,0,2.51,28.96,14.28,37.58
2022,65,24.17,26.22,0,2.86,28.53,12.26,39.02
2022,66,24.35,25.67,0.01,2.79,28.21,12.43,31.76
2022,67,24.5,25.71,0,2.26,27.22,10.92,34.09
