-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2022,,,,,,,,
Location: latitude  26.91   longitude -109.62 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 135.61 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2022,303,19.44,31.45,0,1.74,30.47,17.01,56.26
2022,304,19.58,30.59,0,1.39,30.29,17.63,57.75
2022,305,19.22,30.99,0,1.77,30.36,17.03,58.78
2022,306,17.55,32.42,0,2.2,29.41,17.68,67.55
2022,307,17.57,31.29,0,2.12,28.73,16.94,69.31
2022,308,19.13,29.64,0,2.21,26.76,14.5,50.91
2022,309,19.26,29.49,0,1.26,28.49,14.86,47.84
2022,310,19.03,30.44,0,1.23,29.73,16.2,50.92
2022,311,18.41,31.11,0,1.51,29.85,16.57,58.15
2022,312,17.78,31.61,0,2.02,29.24,16.08,72.57
2022,313,16.38,32.2,0,1.76,28.75,18.02,72.62
2022,314,17.38,31.31,0,1.72,26.1,16.58,69.59
2022,315,17.69,29.45,0,1.79,26.86,14.79,62.55
2022,316,17.87,29.84,0,1.54,27.78,15.78,58.03
2022,317,17.42,30.73,0,1.55,27.41,15.84,60.07
2022,318,15.98,32.14,0,1.82,27.42,16.38,72.08
2022,319,14.67,31.29,0,1.83,28.63,17.05,57.06
2022,320,16.71,29.74,0,1.75,28.42,15.75,54.48
2022,321,17.63,29.3,0,1.63,29.86,14.49,53.02
2022,322,16.19,30.09,0,1.32,27.1,15.06,57.06
2022,323,17.06,29.94,0,1.61,27.65,16.02,55.9
2022,324,17.27,29.14,0,1.51,27.66,14.66,48.5
2022,325,17.2,29.15,0,1.6,28.53,12.62,48.39
2022,326,17.32,28.56,0,1.55,27.74,14.68,45.34
2022,327,9.34,30.5,0,1.53,25.97,14.06,45.36
2022,328,17.18,28.35,0,2.13,27.42,13.09,38.88
2022,329,17.32,27.39,0,2.38,26.35,11,30.92
2022,330,17.38,26.81,0,2.35,27.85,9.78,32.96
2022,331,17.11,26.99,0,1.48,29,12.85,33.72
2022,332,16.86,27.31,0,1.34,27.94,12.79,38.76
2022,333,16.54,27.91,0,1.59,28.09,12.34,40.8
2022,334,16.63,28,0,1.52,29.77,15.19,38.26
2022,335,15.91,28.75,0,1.62,31.02,16.82,35.77
2022,336,15.2,29.56,0,1.51,33.94,18.54,33.57
2022,337,14.89,30.62,0,1.9,34.06,19.81,42.56
2022,338,13.84,30.81,0.01,2.23,34.08,18.83,46.97
2022,339,9.33,33.39,0.79,2.48,30.03,22.13,53
2022,340,4.95,33.52,4.51,1.39,27.07,20.06,63.51
2022,341,7.04,33.21,0.76,1.95,29.09,18.87,62.27
2022,342,14.86,29.68,0,2.71,29.9,16.79,56.84
2022,343,14.86,28.05,0,2.21,27.05,15.62,47.03
2022,344,15.26,27.95,0,1.81,27.77,14.02,43.77
2022,345,15.8,27.3,0,1.42,27.75,13.89,38.91
2022,346,15.91,27.89,0,1.68,24.7,13.28,52.21
2022,347,15.43,27.75,0,2.41,22.66,11.72,60.96
2022,348,16.16,26.05,0,2.36,23.44,9.84,41.73
2022,349,15.97,26.16,0,2.11,25.16,9.92,33.36
2022,350,11.52,28.52,0,1.32,24.44,11.93,36.12
2022,351,13.62,27.68,0,1.46,26.95,11.85,44.35
2022,352,15.22,26.91,0,1.32,23.97,12.43,50.97
2022,353,15.6,26.58,0,1.54,26.61,12.63,41.65
2022,354,14.68,26.92,0,1.84,27.36,11.79,38.53
2022,355,15.95,26.7,0,1.37,27.21,12.81,47.47
2022,356,16.09,26.79,0,1.38,27.65,12.87,39.14
2022,357,16.14,26.12,0,1.47,27.49,13.62,31.82
2022,358,15.97,26.47,0,1.77,28.74,11.46,34.64
2022,359,15.97,26.54,0,2.18,29.96,12.23,32.67
2022,360,16.03,26.78,0,1.85,30.88,13.63,30.44
2022,361,15.88,26.57,0,1.82,29.83,12.33,28.31
2022,362,11.6,28.47,0.54,1.64,26.78,13.07,40.33
2022,363,6.64,31.3,0.46,1.39,24.87,14.77,46.68
2022,364,15.01,29.01,0.02,1.5,25.44,14.67,60.54
2022,365,15.72,28.42,0,1.47,27.72,13.6,53.23
2023,1,15.35,29.41,0.01,2.21,24.81,13.15,67.12
2023,2,13.82,28.54,0.13,1.96,22.77,12.27,75.78
2023,3,15.42,26.8,0,1.66,23.86,12.21,54.31
2023,4,16.03,27.06,0,1.94,29.15,12.81,35.47
2023,5,16.37,26.85,0,1.76,31.73,15.38,29.03
2023,6,16.42,26.85,0,1.61,30.49,15.32,33.89
2023,7,15.99,27.91,0,1.5,28.27,15.01,39.78
2023,8,12.59,29.55,0,1.59,29.08,14.39,40.76
2023,9,16.71,27.35,0,1.74,30.26,14.76,40.15
2023,10,16.96,26.52,0,1.48,30.23,14.29,33.84
2023,11,16.95,26.67,0,2.28,31.21,13.77,29.95
2023,12,16.95,26.91,0,1.69,31.57,15.24,29.19
2023,13,16.63,27.21,0,1.98,30.8,14.14,28.74
2023,14,16.32,27.42,0,1.15,30.53,16.53,27.85
2023,15,11.8,28.22,0,1.84,26.15,13.84,42.99
2023,16,16.04,28.46,0,1.38,25.35,13.56,50.07
2023,17,10.7,30.03,1.6,2.26,21.07,11.51,71.37
2023,18,17.21,26.01,0,2.29,23.57,9.6,48.7
2023,19,16.87,26.35,0,2.17,26.16,9.84,37.37
2023,20,17.65,26.05,0,1.75,25.6,11.2,37.74
2023,21,17.97,25.67,0,2.67,25.72,10.25,31.98
2023,22,18.33,25.39,0,1.7,27.38,9.46,31.53
2023,23,17.58,26.8,0,3.16,22.08,8.28,51.15
2023,24,18.67,24.45,0,3.15,22.66,6.59,32.89
2023,25,17.86,26.26,0,3.18,27.84,6.67,23.83
2023,26,15.98,27.57,0,2.77,28.95,11.76,22.78
2023,27,10.57,28.68,0,1.46,24.03,13.36,26.19
2023,28,9.45,30.04,0,1.29,22.34,12.85,37.97
2023,29,18.05,26.47,0,2.43,25.04,10.21,57.92
2023,30,16.65,28.28,0,1.77,24.07,12.95,52.02
2023,31,10.93,29.52,0.02,1.33,24.28,12.58,54.9
2023,32,16.95,27.57,0.78,2.18,21.12,10.65,63.38
2023,33,19.26,26.12,0,2.19,29.3,8.41,47.39
2023,34,19.24,26.46,0,2.49,30.23,12.61,32.85
2023,35,19.56,26.48,0,1.36,30.97,13.97,36.34
2023,36,19.67,26.95,0,1.7,31.11,15.31,34.11
2023,37,19.49,26.81,0,2.34,27.93,13.73,39.16
2023,38,19.78,25.9,0,3.65,26.53,11.82,25.22
2023,39,20.4,25,0,2.82,30.69,8.34,17.29
2023,40,18.82,26.62,0,2.13,30.61,12.76,20.09
2023,41,14.56,28.16,0,2.26,32.43,11.65,20.02
2023,42,7.88,30.24,0,1.68,26.25,14.57,24.57
2023,43,15.61,29.28,0,2.07,26.34,14.08,36.53
2023,44,12.73,28.7,0,2.36,20.8,11.45,59.79
