-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2011,,,,,,,,
Location: latitude  26.91   longitude -109.62 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 135.61 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2011,303,19.08,32.27,0,1.74,35.1,20.56,37.72
2011,304,19.25,31.8,0,1.72,36.13,18.01,36.32
2011,305,18.85,31.82,0,1.41,34.91,20.24,35.8
2011,306,18.8,31.54,0,1.71,34.2,19.99,37.03
2011,307,18.23,31.66,0,2.01,34.85,18,36.04
2011,308,17.1,32.98,0,2.37,30.1,17.89,58.2
2011,309,17.74,31.79,0,2.2,27.54,16.95,59.66
2011,310,17.81,30.93,0,1.89,27.67,15.57,51.84
2011,311,18.06,30.32,0,2.23,26.7,15.49,48.12
2011,312,18.51,29.34,0,1.99,28.73,13.74,36.23
2011,313,18.35,29.54,0,2.08,31.61,13.9,28.52
2011,314,17.62,30.71,0,2.68,31.74,16.52,29.49
2011,315,17.56,30.74,0,2.2,30.47,15.19,33
2011,316,14.58,33.27,0.81,2.23,28.33,17.24,59.05
2011,317,4.56,33.93,28.17,2.07,23,16.86,86.3
2011,318,15.88,31.64,15.84,2.28,23.38,15.19,77.25
2011,319,17.31,29.85,0,1.73,25.4,13.55,67.31
2011,320,17.6,29.95,0,1.7,28.11,14.63,57.94
2011,321,17.49,30.02,0,1.56,29.1,13.28,56.76
2011,322,17.42,29.28,0,1.29,28.29,15.72,51.35
2011,323,16.13,30.9,0,1.75,26.05,13.94,65.21
2011,324,15.87,31.02,0.14,1.52,25.88,16.17,75
2011,325,15.01,30.81,0.01,1.86,24.64,14.28,67.88
2011,326,17.22,28.82,0,1.54,27.64,11.83,54.5
2011,327,16.67,29.26,0,1.49,27.39,11.76,53.96
2011,328,14.29,32.21,1.41,1.71,29.67,17.16,54.99
2011,329,16.12,30.91,16.51,2.89,23.8,14.74,73.28
2011,330,16.98,28.42,0,2.26,29.74,10.85,50.4
2011,331,17.41,27.25,0,3.53,30.08,11.92,31.43
