-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2010,,,,,,,,
Location: latitude  26.91   longitude -109.62 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 135.61 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2010,303,18.22,32.36,0,1.91,35.58,21.3,46.04
2010,304,19.19,31.13,0,2.73,35.87,20.06,37.45
2010,305,19.42,30.96,0,1.91,34.33,19.08,41.83
2010,306,19.06,31.47,0,1.96,36,16.15,43.22
2010,307,18.99,31.34,0,2.46,35.97,19.27,30.22
2010,308,19.47,29.9,0,2.52,34.48,18.05,27.52
2010,309,19.16,30.23,0,1.84,34.11,15.77,28.83
2010,310,18.99,30.32,0,1.8,35.26,17.54,27.78
2010,311,17.57,30.9,0,1.96,34.74,18.76,29.25
2010,312,16.41,31.5,0,1.3,30.4,18.49,30.81
2010,313,18.03,31.22,0,1.87,29.12,16.42,43.46
2010,314,18.14,30.52,0,1.63,28.69,16.25,45.86
2010,315,17.98,30.68,0,1.82,28.78,14.84,46.51
2010,316,17.72,30.68,0,2.04,29.59,16.44,45.81
2010,317,17.85,30.18,0,2.27,30.27,14.37,39.45
2010,318,17.7,29.98,0,1.52,27.69,14.55,43.61
2010,319,17.53,29.56,0,1.68,26.49,13.98,47.99
2010,320,17.54,29.61,0,2.13,28.92,13.04,38.74
2010,321,17.61,29.48,0,1.91,31.07,15.28,35.64
2010,322,17.27,30.07,0,1.86,31.83,13.96,35.3
2010,323,17.09,30.18,0,1.42,31.55,16.47,29.43
2010,324,16.14,30.79,0,1.86,30.06,16.31,38.93
2010,325,16.26,30.6,0,1.97,28.43,16.39,54.15
2010,326,16.88,29.67,0,2.48,27.69,14.77,49.21
2010,327,16.93,29.02,0,2.17,28.61,13.66,39.76
2010,328,16.58,29.19,0,1.82,27.65,13.25,33.92
2010,329,16.17,29.76,0,2.01,25.37,13.59,39.98
2010,330,16.91,28.84,0,2.04,28.58,10.86,36.09
2010,331,16.72,28.75,0,1.48,27.41,11.74,39.03
2010,332,16.36,28.91,0,1.97,24.57,12.14,51.16
2010,333,16.36,28.41,0,2.68,23.7,10.52,44.45
2010,334,17.05,27.15,0,2.36,28.03,7.1,25.04
2010,335,16.43,28.3,0,2.46,28.58,10.79,22.76
2010,336,16.22,28.59,0,1.47,29.15,13.55,27.44
2010,337,15.85,28.46,0,1.33,29.19,14.54,26.65
2010,338,14.89,28.97,0,1.47,29.89,14.55,22.56
2010,339,15.74,28.82,0,1.3,32.82,15.35,29.35
2010,340,15.51,29.55,0,1.42,31.32,15.26,39.31
2010,341,15.03,30.29,0,1.83,31.77,15.94,45.59
2010,342,15.54,29.16,0,1.73,33.04,15.2,35.94
2010,343,15.37,29.24,0,1.72,29.97,14.37,31.64
2010,344,15.4,29.01,0,1.17,30.26,15.52,39.84
2010,345,15.69,28.88,0,1.65,30.49,15.97,34.77
2010,346,15.3,29.49,0,1.71,31.69,14.71,38.03
2010,347,15.24,29.61,0,1.37,29.16,14.1,49.51
2010,348,14.04,30.74,0,1.5,28.32,14.29,46.09
2010,349,14.58,29.98,0,2.1,27.12,13.42,52.6
2010,350,14.92,29.51,0,1.97,25.82,12.64,64.03
2010,351,14.83,29.5,0,1.4,25.06,13.2,58.7
2010,352,15.25,28.94,0,1.85,26.31,13.56,49.67
2010,353,15.62,28.85,0,1.56,28.39,13.47,43.89
2010,354,14.61,29.97,0,2.05,27.03,12.44,57.75
2010,355,14.01,30.8,0,1.98,27.16,13.51,65.76
2010,356,13.38,30.69,0,1.77,24.04,13.38,71.27
2010,357,14.64,29.74,0,2.32,26.21,12.97,63.55
2010,358,15.71,28.49,0,1.48,26.85,12.53,52.79
2010,359,15.65,28.75,0,2.07,26.92,12.18,47.07
2010,360,14.31,29.29,0,1.32,26.62,11.85,47.15
2010,361,11.37,29.57,0,1.56,24.82,13.57,48.51
2010,362,15.2,28.06,0,1.78,23.93,12.06,49.48
2010,363,14.51,28.41,0.04,1.75,22.3,10.79,59.73
2010,364,11.79,30.32,0.69,2.07,19.15,13.11,76.75
2010,365,12.13,29.59,0.29,1.75,19.04,10.54,73.84
2011,1,15.49,27.16,0,1.88,22.24,9.96,54.94
2011,2,11.61,28.44,0,1.56,22.89,11.67,40.89
2011,3,15.96,27.06,0,1.45,22.06,11.45,39.9
2011,4,15.2,27.87,0,2.19,26.22,11.64,31.38
2011,5,7.23,30.48,0,2.27,27.35,13.09,28.97
2011,6,9.24,31.05,0,2.66,25.52,15.31,28.02
2011,7,15.2,29.44,0,2.64,26.39,13.46,37.24
2011,8,16.29,27.23,0,2.58,21.72,11.12,52.15
2011,9,16.53,26.79,0,1.5,23.01,8.79,54.94
2011,10,16.64,26.99,0,1.58,26.11,10.84,36.95
2011,11,16.64,27.19,0,2.06,29.82,11.78,30.41
2011,12,16.64,27.4,0,2.28,30.03,11.72,32.76
2011,13,16.89,27.34,0,2.04,30.4,11.12,33.12
2011,14,16.89,27.43,0,1.76,28.41,12.82,36.28
2011,15,16.58,27.73,0,1.52,28.28,11.53,38.55
2011,16,16.91,27.14,0,1.85,28.27,10.82,44.05
2011,17,16.55,27.57,0,1.29,27.55,12.71,44.76
2011,18,16.77,27.78,0,1.23,27.9,13.31,40.85
2011,19,16.22,28.72,0,1.72,26.53,13.1,42.51
2011,20,14.01,31.02,0,1.88,28.72,13.15,46.09
2011,21,16.63,29.21,0,2.41,29.01,13.74,43.85
2011,22,17.65,27.26,0,1.76,27.14,12.82,40.5
2011,23,17.84,26.9,0,1.53,25.35,11.47,43.43
2011,24,17.89,26.92,0,1.67,25.87,11.57,39.43
2011,25,18.02,26.85,0,1.94,27.61,10.35,31.79
2011,26,12.32,28.46,0,1.78,25.56,12,24.99
2011,27,11.25,29.34,0,1.93,27.92,11.47,26.97
2011,28,12.55,29.9,0.16,1.54,27.29,13.49,29.24
2011,29,17.02,28.47,0.63,1.79,26,13.74,39.43
2011,30,18.61,26.9,0,1.69,26.9,12.63,36.94
2011,31,18.03,26.7,0,2.41,22.92,10.95,44.27
2011,32,19.17,25.68,0,2.01,24.03,8.93,43.1
2011,33,18.63,25.89,0,2.73,23,6.81,28.36
2011,34,19.44,23.32,0,2.76,10.12,0.21,22.77
2011,35,19.8,24.54,0,2.04,19.92,0.61,20.78
2011,36,19.87,25.41,0,2.18,24,3.75,27.38
2011,37,19.49,26.26,0,1.8,26.47,9.74,33.3
2011,38,19.87,26.09,0,2.03,28.2,9.54,31.87
2011,39,18.77,27.63,0,1.79,26.41,11.57,36.63
2011,40,19.59,27.41,0,2.17,26.81,12.78,35.88
2011,41,20.08,26.44,0,2,26.91,12.4,34.22
2011,42,19.76,26.46,0,1.86,28.48,11.2,28.71
2011,43,20.67,26.22,0,2.15,31.79,10.9,22.57
2011,44,19.79,27.35,0,1.62,30.55,11.95,26.68
2011,45,20.39,26.64,0,1.71,31.39,14.34,23.99
2011,46,20.43,27.02,0,2.29,32.53,15.78,22.02
2011,47,20.22,27.22,0,1.31,30.37,13.66,31.97
2011,48,19.71,28.45,0,1.77,30.74,16.14,35.23
2011,49,20.64,28.12,0,1.43,30.58,15.16,41.21
2011,50,21.1,27.57,0,2.06,29.33,15.09,39.49
2011,51,20.79,27.37,0,2.61,27.16,13.08,45.49
2011,52,20.25,27.13,0,2.09,24.63,10.97,44.51
2011,53,21.42,27.15,0,1.75,24.3,11.59,49.29
2011,54,21.75,26.8,0,2.19,23.64,10.9,53.1
2011,55,22.49,25.97,0,2.93,25.22,9.62,38.84
2011,56,22.8,26.12,0,2.07,29.08,10.83,29.43
2011,57,22.74,26.33,0,2.39,26.7,10.57,49.78
2011,58,21.91,26.9,0,2.51,23.14,10.59,59.69
2011,59,22.71,26.42,0,2.41,26.22,9.73,43.44
2011,60,22.63,26.75,0,2.36,29.83,11.3,30.31
2011,61,22.76,27.17,0,2.47,31.9,12.66,24.65
2011,62,22.66,28.24,0,2.91,34.06,15.6,28
2011,63,23.25,27.85,0,2.65,33.9,14.63,33.73
2011,64,23.4,27.17,0,2.34,35.87,14.18,20.87
2011,65,23.38,26.84,0,2.06,30.5,13.8,27.38
