-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2010,,,,,,,,
Location: latitude  31.74   longitude -116.55 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 582.51 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2010,274,16.48,32.04,0.6,1.21,29.81,17.84,60.4
2010,275,14.68,32.57,0.6,1,28.08,18.59,60.41
2010,276,13.48,32.58,0.28,1.47,27.85,17.56,63.49
2010,277,9.32,32.48,0.3,2.73,22.64,11.6,80.3
2010,278,20.61,27.29,0,3.86,17.97,10.28,74.02
2010,279,16.2,28.1,0,2.92,17.69,10.27,75.91
2010,280,21.04,26.6,0,2.54,22.05,10.24,65.75
2010,281,20.88,26.94,0,1.74,26.81,11.41,52.62
2010,282,19.46,28.61,0,1.59,29.56,15.3,37.56
2010,283,17,30.1,0,1.57,30.55,16.62,38.14
2010,284,16.28,30.32,0.19,1.17,29.02,17.79,43.78
2010,285,13.53,30.95,0.17,0.9,30.21,18.22,40.41
2010,286,12.17,33.24,0.01,1.4,31.85,17.56,40.39
2010,287,11.48,32.82,0.01,1,30.08,15.74,54.21
2010,288,8.75,33.45,0.06,1.28,27.46,13.95,67.21
2010,289,9.19,33.34,0,2.27,25.29,13.24,72.38
2010,290,6.18,32.51,0.05,2.66,20.87,13.5,80.46
2010,291,6.88,32.59,0.2,2.25,21.1,13.1,81.4
2010,292,3.66,31.27,25.62,2.41,15.5,12.02,88.4
2010,293,8.04,30.23,9.4,2.83,15.74,11.9,89.06
2010,294,16.72,28.81,0.07,2.45,20.23,11.84,78.53
2010,295,13.25,29.12,0.14,2.72,19.69,10.49,81.47
2010,296,14.57,28.11,0.1,2.49,18.4,11.06,83.89
2010,297,16.36,27.87,0.12,2.83,21.96,10.74,74.88
2010,298,10.74,29.32,0.57,3.1,18.13,10.71,89.89
2010,299,17.39,26.94,0.01,2.64,22.67,9.35,69.66
2010,300,18.22,25.9,0,3.04,24.1,11.12,42.68
2010,301,17.84,26.62,0,1.95,25.16,11.58,40.05
2010,302,17.22,27.09,0,1.69,23.3,12.21,55.53
2010,303,16,26.97,0.1,2.59,18.71,9.36,82.83
2010,304,17.8,25.55,0,2.34,22.86,7.85,66.57
2010,305,17.63,26.01,0,1.93,27.6,11.24,45.47
2010,306,16.93,27.03,0,2.19,28.92,13.69,37.98
2010,307,17.42,27.09,0,4.02,30.75,17.01,28.27
2010,308,17.22,26.77,0,3.26,29.69,16.75,33.78
2010,309,16.81,26.56,0,1.62,27.58,16.48,32.52
2010,310,13.41,27.57,0,2.22,21.42,11.17,61.33
2010,311,16.64,25.84,0,1.99,20.1,10.07,77.74
2010,312,12.88,27.5,0.34,3.33,15.63,8.11,84.82
2010,313,16.53,24.79,0,1.73,19.51,6.27,62.55
2010,314,16.34,25.5,0,2.14,17.91,7.79,69.74
2010,315,16.23,25.12,0,4.13,18.5,6.27,55.95
2010,316,16.8,24.05,0,3.88,21.29,9.21,37.69
2010,317,16.33,24.45,0,2.16,22.89,8.31,36.32
2010,318,15.8,25.24,0,2,22.53,8.68,43.39
2010,319,14.74,27.17,0,1.34,23.9,10.8,52.9
2010,320,14.48,28.02,0,1.22,21.15,10.19,49.99
2010,321,15.07,26.93,0,1.54,23.9,8.97,51.06
2010,322,13.1,28.12,0.02,1.45,23.06,11.45,52.83
2010,323,8.83,30.05,0.12,2.03,13.69,9.01,87.8
2010,324,5.82,30.15,10.46,4.48,14.76,10.37,89.96
2010,325,11.95,27.9,2.33,4.29,13.35,6.29,83.48
2010,326,14.53,24.88,0,3.01,14.48,5.72,77.24
2010,327,12.51,25.81,0.16,2.74,14.28,5.32,81.11
2010,328,8.18,27.97,0.88,3.21,11.25,3.95,85.13
2010,329,15.16,23.09,0,4.89,13.46,3.36,37.42
2010,330,15.16,22.96,0,2.55,18.97,3.06,30.2
2010,331,14.71,24.52,0.44,2.2,14.58,4.7,71.44
2010,332,12.97,26.01,2.59,4.68,11.79,3.75,78.46
2010,333,15.04,22.17,0,4.21,13.5,2.16,46.35
2010,334,14.93,22.17,0,4.31,15.54,3.09,35.23
2010,335,14.59,22.93,0,1.81,22.43,5.71,32.26
2010,336,14.15,23.77,0,1.29,20.63,11.41,40.3
2010,337,11.69,25.21,0,0.9,18.17,10.5,47.74
2010,338,8.35,26.24,0,0.93,15.06,8.33,63.31
2010,339,11.11,27.87,0,1.08,19.8,10.54,40.42
2010,340,8.61,27.14,0,1.97,19.38,9.71,68.13
2010,341,11.61,25.4,0,1.85,23.11,9.21,46.85
2010,342,13.94,24.28,0,1.37,22.64,11.37,40.17
2010,343,12.52,26.15,0,1.58,23.79,11.45,41.7
2010,344,9.62,29.98,0,2.03,24.54,12,58.57
2010,345,9.13,29.5,0,2.43,24.53,10.79,54.09
2010,346,13.52,26.43,0,3.51,26.41,13.34,41.05
2010,347,13.81,25.51,0,1.07,26.12,12.45,37.81
2010,348,9.42,29.26,0.02,1.21,19.31,7.81,66.64
2010,349,9.15,29,0,2.09,15.57,7.54,87.84
2010,350,8.09,28.27,0.05,2.12,13.93,8.98,86.41
2010,351,10.8,27.7,0.56,2.19,14.8,7.98,87.22
2010,352,9.22,28.3,0.46,2.5,14.94,9.79,93.36
2010,353,9.04,29.01,4.98,2.19,15.04,9.75,89.67
2010,354,4.26,29.32,14.13,5.09,14.78,11.9,95.16
2010,355,2.8,30,15.97,4.69,12.99,12.05,96.44
2010,356,4.44,29.3,22.29,5.67,13.8,8.99,93.87
2010,357,12.59,25.09,0.23,1.65,15.64,6.97,80.32
2010,358,13.39,24.68,0,1.59,19.21,5.84,69.58
2010,359,11.32,26.11,0.38,2.23,15.44,7.62,76.95
2010,360,9.25,27.15,1.86,2.83,12.18,6.93,84.03
2010,361,13.54,23.62,0,1.81,17.31,4.68,59.46
2010,362,13.71,23.74,0,1.78,18.6,5.31,56.83
2010,363,2.88,28.98,17.95,5.36,10.59,7.15,94.49
2010,364,11.63,25.58,0.18,4.75,10.13,2.92,68.12
2010,365,11.15,25.36,0,2.32,11.4,2.59,69.13
2011,1,12.6,24.35,0.01,1.95,12.41,1.06,46.83
2011,2,12.95,24.6,0.8,2.24,12.58,1.93,72.55
2011,3,11.12,26.41,4.88,2.01,11.57,5.83,88.44
2011,4,13.34,24.04,0,1.73,14.98,3.32,70.33
2011,5,12.83,24.13,0,2.22,17.23,5.14,56.26
2011,6,12.94,25.31,0,1.63,18.72,7.07,55.93
2011,7,13.4,23.79,0,2.07,13.27,5.53,83.23
2011,8,11.01,27.01,0,2.26,13.08,6.48,84.22
2011,9,10,28.25,0,2.47,12.82,4.8,83.53
2011,10,13.5,24.13,0,2.17,16.04,3.43,63.23
2011,11,14.17,23.44,0,1.66,16.84,3.79,48.48
2011,12,14.44,24.14,0,2.58,21.09,6.11,45.61
2011,13,14.67,24.11,0,1.97,21.74,7.6,47.54
2011,14,14.41,24.87,0,4.07,22.21,8.91,46.42
2011,15,14.88,24.61,0,3.43,22.89,10.34,46.43
2011,16,14,25.77,0,1.75,25.06,9.81,49.6
2011,17,14.4,26.69,0,1.6,26.02,12.32,50.49
2011,18,14.79,25.26,0,1.69,25.31,12.23,51.62
2011,19,9.52,29.17,0,1.87,17.47,9.52,81.09
2011,20,14.53,26.06,0,4.83,18.21,7.46,44.35
2011,21,15.23,24.98,0,1.68,21.64,6.4,38.64
2011,22,13.81,26.12,0,1.24,21.55,9.87,43.33
2011,23,16.49,22.76,0,5.15,17.4,7.97,38.96
2011,24,16.32,22.87,0,1.79,21.33,6.19,36.74
2011,25,15.02,24.27,0,1.16,19.08,8.91,43.1
2011,26,16.23,23.76,0,3.43,19.94,7.09,41.58
2011,27,16.41,23.24,0,3.43,20.68,7.63,41.74
2011,28,16.41,22.86,0,1.54,20.04,7.46,39.91
2011,29,15.67,24.8,0,1.45,18.08,7.09,56.03
2011,30,11.26,28.21,1.58,3.09,13.16,7.05,85.04
2011,31,15.52,24.99,1.43,3.3,15.61,6.09,78.6
2011,32,16.19,24.84,0,1.99,16.29,4.5,69.26
2011,33,17.79,21.1,0,9.23,8.02,1.47,24.95
