-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2014,,,,,,,,
Location: latitude  31.74   longitude -116.55 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 582.51 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2014,274,20.91,30.28,0,1.22,28.59,14.11,56.73
2014,275,22.05,29.61,0,2.02,32.35,17.29,31.63
2014,276,22.83,27.83,0,1.62,34,16.98,19.89
2014,277,22.09,28.25,0,1.17,34.49,21.17,21.99
2014,278,21.94,28.99,0,1.72,32.37,19.85,26.71
2014,279,13.88,32.95,0,0.98,32.27,19.21,45.28
2014,280,5.77,34.59,1.15,2.48,28.66,21.02,52
2014,281,19.63,31.57,0.29,3.14,29.64,16.06,59.49
2014,282,19.67,30.16,0,1.76,26.28,14.5,66.38
2014,283,19.16,30.44,0,1.34,28.75,15.73,54.48
2014,284,20.45,29.44,0,1.52,29.73,15.24,44.74
2014,285,17.86,30.92,0,1.37,28.39,17.06,52.54
2014,286,17.76,30.71,0,0.82,30.73,16.55,37.62
2014,287,19.27,29.55,0,1.83,28.66,15.82,48.29
2014,288,15.31,29.34,0,2.35,23.87,13.89,71.96
2014,289,17.63,30.09,0,2.29,24.71,12.45,75.2
2014,290,17.83,30.72,0,2.55,23.35,13.82,74.87
2014,291,19.03,29.27,0,2.95,24.54,12.31,73.86
2014,292,16.95,31.1,0,1.93,26.36,13.93,71.2
2014,293,14.95,32.66,0,1.77,27.88,14.96,70.13
2014,294,18.5,30.05,0,1.82,28.14,15.47,63.74
2014,295,18.8,29.29,0,1.09,29.66,15.83,45.11
2014,296,18.01,29.37,0,0.96,31.29,19.34,38.1
2014,297,18.31,29.24,0,1.22,31.23,18.32,37.35
2014,298,16.59,31.06,0,1.94,25.68,16.68,66.92
2014,299,14.21,29.81,0,2.77,23.57,14.13,77.04
2014,300,18.3,27.87,0,1.67,25.67,10.75,61.91
2014,301,18.18,28.23,0,1.43,26.92,13.36,60.3
