-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2023,,,,,,,,
Location: latitude  27.507   longitude -109.892 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 106.94 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2023,1,13.96,28.34,0.01,2.9,23.64,12.84,71.43
2023,2,11.05,28.02,0.02,2.46,21.3,11.82,69.3
2023,3,14.88,24.93,0,2.02,22.65,11.54,51.24
2023,4,15.96,25.06,0,2.09,28.03,11.66,35.87
2023,5,16.07,25.55,0,1.99,30.96,14.61,28.67
2023,6,16.26,25.14,0,2.57,29.35,13.98,37.43
2023,7,15.66,26.71,0,1.92,26.75,14.36,41.92
2023,8,15.01,27.34,0,2.29,27.94,13.74,38.11
2023,9,16.47,25.7,0,2.41,29.51,13.87,36.11
2023,10,16.04,24.85,0,1.77,29.51,13.97,29.69
2023,11,16.86,24.87,0,3.22,30.49,13.8,28.37
2023,12,16.7,25.53,0,2.45,30.46,13.86,31.08
2023,13,16.55,26.16,0,2.29,30.91,13.73,27.86
2023,14,16.42,25.88,0,1.66,29.67,15.5,29.3
2023,15,10.91,27.02,0,1.78,25.01,13.8,51.61
2023,16,14.55,27.14,0.02,1.67,24.39,13.32,60.13
2023,17,4.52,28.74,3.12,2.93,20.3,11.05,73.72
2023,18,16.63,24.31,0,2.62,22.44,9,48.78
2023,19,15.14,24.56,0,3.24,25.08,9.64,39.48
2023,20,17.68,23.79,0,2.36,24.52,10.2,37.97
2023,21,17.89,23.34,0,3.47,24.8,9.28,33.25
2023,22,18.19,23.04,0,2.53,26.37,8.01,32.23
2023,23,16.19,24.83,0,3.62,20.63,8.36,54.75
2023,24,18.45,21.84,0,4.43,21.55,6.1,28.36
2023,25,18.35,23.57,0,4.33,26.34,6.55,26.47
2023,26,17.46,25,0,3.94,27.43,10.98,24.33
2023,27,12.91,26.69,0,2.07,24.49,11.51,25.77
2023,28,11.96,28.42,0,1.37,21.29,11.83,37.29
2023,29,18.23,24.88,0,3.09,23.59,9.08,54.89
2023,30,16.35,26.56,0,1.89,21.22,10.88,60.51
2023,31,16.91,25.63,0,1.65,23.35,10.93,59.89
2023,32,14.12,26.73,0.07,2.18,19.69,10.35,62.64
2023,33,19.11,24.92,0,3.44,28.53,8.22,47.07
2023,34,19.08,25.91,0,2.65,30.14,11.61,29.2
2023,35,19.23,25.92,0,1.97,30.47,13.94,33.01
2023,36,19.51,26.42,0,2.36,30.7,15.23,28.74
2023,37,18.83,25.87,0,3.72,28.32,12.67,35.54
2023,38,20.46,23.08,0,4.66,25.56,10.13,24.64
2023,39,20.79,22.95,0,4.22,30.19,8.28,17.05
2023,40,19.54,25.31,0,2.98,31.12,11.68,18.32
2023,41,18.35,26.9,0,2.2,29.82,10.85,21.77
2023,42,7.07,30.37,0,2.05,26.7,14.23,27.53
2023,43,16.54,28.05,0,2.12,26.4,12.9,40.85
2023,44,11.01,27.36,0,3,20.2,10.78,62.87
2023,45,17.37,25.6,0,1.65,20.53,10.62,59.91
2023,46,19.54,25.31,0,2.55,22.57,10.09,61.39
2023,47,21.59,24.03,0,2.93,24.87,10.58,31.82
2023,48,13.91,27.49,0.01,2.27,26.35,10.97,29
2023,49,13.34,29.95,0.32,3.04,25.95,12.56,48.11
2023,50,12.66,30.03,0.02,1.37,26.37,16.65,51.15
2023,51,15.23,30.48,0.04,1.89,27.12,15.29,51.46
2023,52,9.7,30.06,1.56,2.88,21.56,13.82,67.32
2023,53,20.84,26.09,0,2.69,21.8,11.2,67.95
2023,54,21.79,25.75,0,2.05,23.48,11.41,62.32
