-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2019,,,,,,,,
Location: latitude  27.507   longitude -109.892 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 106.94 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2019,1,14.01,25.32,0,2.13,22.16,9.18,48.04
2019,2,15.2,23.82,0,3.78,17.95,7.8,38.37
2019,3,16.69,22.38,0,2.46,23.82,4.57,38.23
2019,4,16.39,24.21,0,1.47,25.9,10.79,37.98
2019,5,13.23,27.79,0.13,1.36,23.52,12.77,46.89
2019,6,2.66,31.06,14.66,1.27,18.26,14.85,77.3
2019,7,15.24,28.04,0,1.99,24.98,13.46,70.84
2019,8,7.39,30.72,0,1.77,21.02,13.79,67.68
2019,9,9.69,31.72,0,2.45,27.72,15.78,58.57
2019,10,10.61,30.67,0.86,2.18,25.26,14.43,61.62
2019,11,15.58,28.42,0.01,1.87,25.55,14.02,65.75
2019,12,16.44,26.1,0,1.67,25.58,13.2,54.92
2019,13,16.78,24.88,0,1.7,25.3,13.31,51.83
2019,14,10.5,28.14,0.02,1.7,26.14,12.18,48.42
2019,15,15.42,28.38,0,1.97,26.06,13.28,70.99
2019,16,15.29,28.23,0,2.08,24.75,15.05,64.63
2019,17,10.7,29.09,0,2.51,27.76,14.66,56.08
2019,18,17.07,26.81,0,2.77,30.13,13.58,47.53
2019,19,17.38,26.53,0,2.14,31.69,14.04,36.79
2019,20,17.54,25.64,0,2.29,28.58,12.17,39.47
2019,21,17.33,26.35,0,1.93,26.89,13.34,51.18
2019,22,17.08,25.51,0,4.04,23.97,11.26,51.95
2019,23,18.48,23.23,0,3.62,27.8,8.79,30.88
2019,24,17.99,25.25,0,3.12,30.23,11.26,29.96
2019,25,17.13,25.78,0,2.33,28.74,12.64,38.35
2019,26,18.57,24.16,0,2.41,28.54,9.79,38.18
2019,27,18.54,24.64,0,2.97,28.39,10.56,32.46
2019,28,17.81,25.56,0,1.71,27.45,11.97,39.52
2019,29,9.77,27.81,0,1.55,24.44,12.73,47.39
2019,30,17.78,25.45,0,2.6,25.67,11.05,49.59
2019,31,17.88,26.77,0,2.93,27.08,13.2,53.45
2019,32,13.96,29,0,2.37,26.42,14.89,59.64
2019,33,10.05,30.22,0,1.52,27.12,14.59,53.42
2019,34,10.09,31.47,0,1.25,26.47,15.54,53.2
2019,35,15.52,30.77,0.12,2.04,27.92,15.66,53.5
2019,36,5.43,31.26,2.97,1.38,22.79,17.17,68.08
2019,37,13.71,28.79,0.03,3.99,23.58,13.95,57.94
2019,38,20.25,23.91,0,3.49,28.4,9.8,36.38
2019,39,19.26,25.45,0,2.03,28.3,11.25,34.78
2019,40,12.54,28.39,0,1.25,22.43,12.58,39.08
2019,41,4.29,30.49,1.39,1.1,24.14,14.82,45.33
2019,42,6.61,29.08,0.09,2.93,24.28,12.56,54.05
2019,43,18.59,26.19,0.01,2.64,27.44,8.46,37.7
2019,44,17.92,27.69,0,1.73,28.28,12.05,43.81
2019,45,17.64,29.15,0,1.77,30.67,14.84,35.93
2019,46,18.96,29.78,0,2.39,28.59,17.76,48.55
2019,47,21.23,25.55,0,4.26,27.84,13.92,42.93
2019,48,17.72,25.37,0,4.03,23.51,9.97,34.88
2019,49,12.48,26.5,0,2.71,20.82,11.04,41.57
2019,50,18.88,26.35,0.01,3.41,20.32,10.68,47.7
2019,51,11.29,27.54,0,2.47,20.99,10.24,27.35
2019,52,20.12,25.09,0,2.81,20.47,9.46,50.16
2019,53,14.59,28.57,4.27,3.83,19.05,10.65,73.02
2019,54,22.79,23.3,0,3.52,23.67,7.93,49.35
2019,55,21.77,24.56,0,2.5,24.95,9.09,41.45
2019,56,22.67,24.18,0,2.2,25.94,9.24,38.44
2019,57,22.26,25.36,0,1.87,27.63,12.56,29.3
2019,58,13.2,29.61,0,2.41,26.97,15.23,33.84
2019,59,22.43,27.37,0,3.71,33.04,14.01,33.99
2019,60,22.83,27.2,0,1.99,32.38,16.2,35.69
2019,61,17.87,29.28,0,2.09,30.07,16.92,36.53
2019,62,23.51,27.04,0,3.54,31.63,16.68,36.95
2019,63,22.77,26.92,0,2.76,31.16,14.03,44.77
2019,64,17.37,29.56,0,1.36,27.21,14.49,50.98
2019,65,17.65,29.7,0,1.77,32.64,16.51,35.98
2019,66,17.49,29.8,0,1.75,31.51,18.24,35.77
2019,67,7.74,30.83,0.05,2.8,27.48,16.2,42.33
2019,68,20.36,28.04,0,2.93,25.97,12.09,37.68
2019,69,13.59,29.55,0,3.09,24.52,15.54,40.56
