-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2016,,,,,,,,
Location: latitude  27.507   longitude -109.892 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 106.94 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2016,1,11.96,26.24,0,1.43,25.02,11.92,48.03
2016,2,15.79,25.3,0,1.85,26.9,11.91,51.93
2016,3,15.89,25.43,0,1.39,27.99,13.38,48.11
2016,4,13.34,28.97,0.95,3.04,22.99,13.58,71.99
2016,5,11.9,29.89,1.45,2.01,22.55,14.44,76.73
2016,6,14,26.9,0.54,1.71,22.42,12.05,70.88
2016,7,16.34,24.66,1.33,2.14,22.69,10.88,63.19
2016,8,14.99,25.97,8.87,2.41,19.69,11.06,68.15
2016,9,16.72,23.33,0,2.98,21.48,8.1,50.5
2016,10,16.01,24.27,0,2.98,23.58,7.43,45.42
2016,11,15.97,24.8,0,2.65,22.96,10.59,48.6
