-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2011,,,,,,,,
Location: latitude  20.72   longitude -103.49 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1571.72 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2011,1,18.49,24.35,0,1.57,24.53,6.21,32.02
2011,2,13.44,29.17,0,1.53,25.3,9.28,45.73
2011,3,16.84,26.76,0,1.56,24.46,9.76,58.06
2011,4,18.67,26.1,1.13,1.18,25.71,9.58,61.08
2011,5,18.98,25.77,0.13,0.83,27.7,10.24,46.21
2011,6,17.24,26.69,0,1.23,27.89,8.51,41.77
2011,7,17.53,26.86,0,1.29,27.72,10.06,45.1
2011,8,18.31,25.66,0,1.65,23.37,10.2,55.3
2011,9,19.69,24.23,0,1.59,24.73,8.04,53.33
2011,10,20.01,24.46,0,1.05,24.04,8.17,36.26
2011,11,17.22,26.55,0,1.38,26.35,8.04,29.67
2011,12,18.63,25.83,0,1.31,25.19,8.37,52.77
2011,13,17.72,26.48,0,1.4,25.93,8.13,48.1
2011,14,18.82,26.1,0.02,1.55,25.61,7.88,52.2
2011,15,18.72,25.32,0,1.99,24.09,10.47,52.71
2011,16,21.02,22.24,0,1.85,23.78,7.46,41.09
2011,17,21.14,21.98,0,1.45,24.38,4.4,26.05
2011,18,21.08,22.89,0,0.95,26.37,4.97,24.01
2011,19,20.58,23.8,0,1.56,26.36,5.95,24.15
2011,20,20.37,24.11,0,1.29,24.14,10.93,24.16
2011,21,20.67,24.39,0,1.49,27.07,10.16,28.63
2011,22,21.02,23.97,0,1.09,26.38,10.36,34.15
2011,23,21.43,22.79,0,1.6,25.04,7.49,33.23
2011,24,20.23,23.92,0,1.53,23.2,8.3,35.88
2011,25,21.36,23.24,0,1.16,23.9,7.03,34.96
2011,26,19.75,24.37,0,1.71,24.69,7.4,31.61
2011,27,18.49,26.14,0,1.01,25.71,10.24,32.62
2011,28,19.89,25.31,0,1.43,25.94,9.61,33.34
2011,29,18.38,26.08,1.05,1.74,24.02,11.18,39.66
