-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2014,,,,,,,,
Location: latitude  20.72   longitude -103.49 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1571.72 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2014,1,8.34,29.05,0.01,1.24,20.28,9.74,76.22
2014,2,16.69,27.11,0,1.46,22.91,7.58,62.25
2014,3,18.71,25.47,0,1.6,21.77,5.29,59.84
2014,4,17.2,25.69,0,1.23,22.96,8.17,63.44
2014,5,17.57,25.49,0,1.3,22.04,10.35,66.13
2014,6,11.09,30,0,1.05,23.12,10.01,58.93
2014,7,17.07,26.49,0,1.71,22.26,5.7,65.41
2014,8,18.88,25.08,0,1.29,23.25,8.05,63.86
2014,9,20.05,23.77,0,1.46,23.55,7.71,56.34
2014,10,17.47,26.01,0.07,1.61,23.78,9,50.81
2014,11,11.3,30.08,0.79,1.24,21.54,8.9,66.01
2014,12,10.95,29.2,0.21,1.58,21.83,9.32,72.55
2014,13,19.48,25,0,1.11,23.57,8.84,59.29
2014,14,19.68,24.25,0,1.52,23.4,5.58,53.96
2014,15,19.1,24.42,0,2.19,21.18,5.44,52.06
2014,16,17.15,25.94,0,1.36,21.09,3.87,57.4
2014,17,20.11,24.36,0,1.19,22.21,8.68,49
2014,18,18.64,25.5,0,1.29,23.26,5.18,62.45
2014,19,16.34,27.05,0,1.02,23.89,8.21,54.7
2014,20,19.64,25.93,0,1.29,24.73,7.42,56.29
2014,21,19.12,26.09,0,1.8,26,7.68,54.43
2014,22,19.62,26.16,0,1.41,26.26,6.84,62.65
2014,23,18.89,27.31,0,1.02,25.83,11.45,71.13
2014,24,19.24,27.03,0,1.15,25.67,10.38,65.83
2014,25,17.32,27.88,0,1.07,26.51,10.63,57.84
2014,26,19.9,26.51,0,1.14,23.93,11.75,58.03
2014,27,20.59,25.08,0,1.3,26.54,9.91,53.39
2014,28,18.88,25.6,0,1.13,23.55,11.49,53.84
2014,29,21.43,24.6,0,1.39,24.51,8.6,58.71
