-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2023,,,,,,,,
Location: latitude  20.72   longitude -103.49 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1571.72 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2023,1,17.28,26.91,0.28,1.5,24.16,10.38,68.85
2023,2,13.93,27.77,0.04,1.88,23.94,9.66,71.79
2023,3,19.06,25.74,0,1.45,24.48,10,63.21
2023,4,19.55,25.27,0,0.81,26.95,9.31,46.83
2023,5,18.96,25.75,0,1.22,27.69,8.21,38.21
2023,6,18.07,25.98,0,1.2,26.35,8.45,44.07
2023,7,18.88,25.64,0,0.96,27.35,10.17,48.63
2023,8,19.12,25.32,0,1.2,26.94,9.01,40.88
2023,9,19.08,25.26,0,1.2,25.96,9.55,41.74
2023,10,18.16,26.35,0,0.93,26.13,9.94,39.58
2023,11,17.05,27.5,0.22,1.04,26.04,11.19,46.35
2023,12,18.17,27.08,0,1.09,26.38,10.57,46.5
2023,13,18.91,25.46,0,1.52,25.67,7.5,38.1
2023,14,19.27,24.69,0,1.25,25.97,5.77,37.97
2023,15,19.73,24.77,0,1.51,25.56,11.02,43.66
2023,16,15.79,25.36,0.01,1.11,25.6,9.75,33.27
2023,17,17.95,24.94,0,1.62,27.45,7.26,27.21
2023,18,17.81,25.19,0,1.29,25.99,8.2,29.43
2023,19,17.57,26.96,0.01,1.42,26.47,8.77,35.94
2023,20,16.79,27.11,0,1.34,27.27,9.4,47.89
2023,21,20.53,25.58,0,1.66,26.71,8.88,62.92
2023,22,20.46,25.74,0,1.48,25.68,8.55,61.6
2023,23,20.51,25.52,0,1.9,25.6,8.86,67.6
2023,24,21.05,24.62,0,1.78,24.34,10.61,58.18
2023,25,21.23,24.98,0,1.07,26.92,7.55,45.15
2023,26,20.73,25.37,0,1.41,26.5,8.34,43.4
2023,27,19.94,25.78,0,1.47,25.21,9.37,46.01
2023,28,16.69,28.64,0,1.27,24.33,10.51,47.9
2023,29,20.72,27.31,0,1.42,28.06,9.98,53.28
2023,30,21.13,26.49,0,1.06,28.51,10.84,42.75
2023,31,20.33,26.99,0,1.37,28.63,12.49,48.15
2023,32,20.62,26.43,0,1.39,27.06,11.98,52.88
2023,33,21.89,25.77,0,1.3,27.26,10.14,53.08
2023,34,21.33,26.03,0,2.19,26.78,8.64,44.82
2023,35,21.33,25.94,0,1.3,28.19,7.34,40.62
2023,36,21.57,26.48,0,1.13,29.84,11.75,41.54
2023,37,21.77,26.2,0,1.12,28.9,10.13,37
2023,38,21.91,26.11,0,1.3,28.25,12.06,41.83
2023,39,21.36,26.38,0,1.19,27.77,11.83,41.4
2023,40,21.04,26.7,0,1.29,26.85,11.25,36.13
2023,41,22.27,26.18,0,1.11,28.25,12.27,34.96
2023,42,21.16,26.79,0,1.82,27.43,9.74,44.48
2023,43,19.91,28.02,0,1.66,28.33,9.75,43.32
2023,44,22.84,25.99,0,2.07,27.75,11.79,50.65
2023,45,22.37,25.38,0,2,27.8,9.39,47.23
2023,46,23.71,25.05,0,1.97,27.74,9.71,35.37
2023,47,21.72,26.49,0,1.55,28.68,10.18,32.17
2023,48,22.98,26.67,0,1.48,30.71,12.56,33.89
2023,49,22.96,26.1,0,0.98,29.81,9.08,33.76
2023,50,20.45,28.17,0,1.36,29.71,11.61,42.63
2023,51,22.59,28.04,0,1,30.36,12.89,47.91
2023,52,23.29,27.14,0,1.78,28.84,12.81,51.1
2023,53,24.38,25.55,0,1.79,26.28,10.33,51.3
2023,54,24.27,26.06,0,0.99,29.21,12.22,44.38
