-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2024,,,,,,,,
Location: latitude  20.72   longitude -103.49 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1571.72 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2024,1,17.19,26.66,0,1.07,23.1,9.21,59.34
2024,2,9,28.17,0,0.99,21.47,11.14,53.64
2024,3,19.66,24.21,0,1.42,25.3,6.67,45.22
2024,4,19.4,24.21,0,1.74,24.39,8.05,58.58
2024,5,19.56,23.69,0,1.56,22.09,8.03,64.6
2024,6,19.19,24.62,0,1.77,23.87,6.88,59.27
2024,7,10.98,28.36,0.05,2.07,23.41,10.32,71.92
2024,8,15.78,27.57,0.02,2.37,23.93,10.93,76.75
2024,9,17.71,25.72,0,1.15,24.6,10.63,69.32
2024,10,15.9,25.82,0,1.9,23.11,8.43,70.52
2024,11,16.23,25.54,0,1.33,21.95,8.68,61.36
2024,12,17.93,26.03,0,1.19,25.15,7.15,42.05
2024,13,16.04,27.79,0,1.25,25.56,10.9,38.85
2024,14,18.55,27.01,0,1.27,27.28,8.07,41.86
2024,15,20.05,25.59,0,1.1,27.86,9.5,42.35
2024,16,19.44,26.14,0,1.29,28.91,9.13,44.04
2024,17,12.07,29.19,0,0.95,25.49,12.35,43.43
2024,18,8.7,30.15,0,0.97,26.21,13.67,40.98
2024,19,15.35,28.67,0,1.21,27.53,11.84,39.45
2024,20,14.91,29.4,0.11,1.26,27.01,11.78,47.23
2024,21,16.54,27.72,0.92,1.68,27.95,12.63,51.85
2024,22,16.18,27.69,0.06,1.68,26.17,11.98,56.27
2024,23,17.88,28.01,0,1.88,25.67,11.54,62.53
2024,24,17.61,28.2,0,1.74,25.27,10.66,64.36
2024,25,20.4,26.12,0,1.59,27.18,10.95,52.18
2024,26,21.13,25.54,0,1.61,28.09,10.41,47.59
2024,27,21.36,25.62,0,1.2,28.76,10.24,38.25
2024,28,20.18,27.02,0,1.27,27.72,9.01,38.8
2024,29,15.87,28.57,0,1.54,25.16,11.06,38.89
2024,30,11.43,29.95,0,0.94,23.09,14.3,41.42
2024,31,12.62,29.86,0.04,1.03,23.93,14.09,46.67
2024,32,18.3,29.19,0.3,1.23,26.53,13.71,54.31
2024,33,20.04,26.96,0,1.81,27.24,11.71,58.91
2024,34,22.31,24.1,0,2.01,24.95,9.23,59.15
2024,35,22.83,23.4,0,1.46,27.37,6.97,38.49
2024,36,22.7,24.32,0,1.93,28.75,5.61,27.75
2024,37,22.5,25.18,0,1.33,29.88,5.11,39.63
2024,38,21.42,26.88,0,1.48,29.7,13.08,62.55
2024,39,22.32,25.73,0,1.52,28.12,12.46,61.57
2024,40,22.66,26.1,0,1.52,30.06,9.79,57.12
2024,41,17.2,29.37,0,1.66,28.71,11.61,57.02
2024,42,15.1,28.6,0,1.73,27.01,11.15,48.56
2024,43,8.91,29.71,0.03,1.35,25.07,9.55,32.67
2024,44,9.12,31.47,0.44,1.57,25.75,11.31,43.43
2024,45,6.57,30.07,2.19,1.19,20.11,12.19,74.45
2024,46,11.94,29.8,5.95,1.43,25.26,11.72,71.64
2024,47,4.49,30.31,14.63,1.96,19.37,12.46,83.35
2024,48,21.35,26.48,1.12,1.55,22.38,10.14,63.83
2024,49,24.01,24.29,0,1.51,25.69,5.61,48.11
2024,50,24.45,24.62,0,1.11,28.95,8.15,37.5
2024,51,23.95,25.93,0,1.46,31.29,7.78,38.61
2024,52,24.29,26.14,0,1.07,31.86,10.97,42.6
2024,53,24.82,24.73,0,1.31,32.1,11.98,32.49
2024,54,24.59,24.76,0,1.14,30.75,10.41,29.1
2024,55,24.1,25.95,0,1.25,32.16,9.25,38.99
2024,56,24.09,27.07,0,0.66,33.07,13.88,46.66
2024,57,24.78,26.13,0,1.05,33.39,13.08,46.26
2024,58,24.87,26.15,0,1.1,32.36,13.75,37.83
2024,59,24.88,25.66,0,1.21,32.95,13.87,28.14
2024,60,23.09,25.75,0,1.49,30.5,12.55,28.67
2024,61,23.35,27.37,0,1.43,30.65,12.01,32.89
2024,62,24.68,26.91,0,1.41,30.71,12.38,34.26
2024,63,25.58,25.89,0,1.63,30.04,12.22,35.55
2024,64,25.95,25.41,0,1.65,30.52,11.73,35.17
2024,65,25.86,25.8,0,1.5,31.11,10.63,31.65
2024,66,26.44,25.03,0,1.67,32,10.84,29.98
2024,67,26.7,25.15,0,1.82,31.86,10.46,30.98
2024,68,25.43,25.83,0,1.69,29.11,11.38,28.01
2024,69,25.68,26.33,0,2.01,32.04,10.68,30.43
2024,70,24.92,27.3,0,1.97,32.46,11.37,32.47
2024,71,26.15,26.46,0,1.6,32.72,11.68,36.25
2024,72,26.2,26.53,0,1.4,31.74,13.73,38.94
2024,73,26.15,27.38,0,1.8,31.04,13.79,36.04
2024,74,25.67,27.54,0,1.73,32.08,14.05,27.84
2024,75,24.01,28.04,0,1.97,31.42,14.21,33.79
2024,76,25.95,27.46,0,1.72,33.57,14.29,37.38
2024,77,25.95,27.66,0,2.09,32.83,14.04,37.19
2024,78,26.58,27.05,0,2.02,31.83,13.69,27.59
2024,79,25.54,28.47,0,1.78,34.38,15.65,20.74
2024,80,24.04,29.46,0,1.6,33.1,17.97,26.58
2024,81,27.18,27.24,0,2.45,32.48,15.29,37.39
2024,82,28.69,25.06,0,2.3,32.57,13.4,24.93
2024,83,28.65,24.79,0,1.92,33.88,11.87,18.44
2024,84,28.42,24.89,0,2.57,31.12,10.54,26.54
2024,85,26.76,25.3,0,2.68,29.5,8.77,22.2
2024,86,28.6,24.32,0,2.05,31.12,9.23,23.16
2024,87,29.4,24.3,0,1.06,33.42,8.85,20.02
2024,88,28.02,25.67,0,1.66,33.02,9.18,28.35
2024,89,28.77,25.54,0,1.84,33.16,11.99,26.96
2024,90,28.72,25.68,0,1.77,32.98,11.14,29.14
2024,91,27.61,27.04,0,1.66,33.89,14.13,28.36
2024,92,25.62,28.59,0,2.51,28.93,15.91,42.4
2024,93,24.63,29.23,0,2.55,31.72,14.22,46.69
2024,94,28.94,25.22,0,2.29,32.58,12.38,24.37
2024,95,27.12,25.3,0,2.09,29.89,10.95,14.25
2024,96,28.66,25.68,0,2.14,31.68,12.07,24.52
2024,97,27.56,28.13,0,2.05,32.56,13.93,34.06
2024,98,28.89,27.2,0,1.94,34.26,15,32.24
2024,99,29.07,26.61,0,2.38,33.71,14.79,27.69
2024,100,28.17,27.02,0,2.88,32.01,12.68,33.07
2024,101,29.27,26.03,0,2.22,32.05,12.15,38.4
2024,102,28.61,27.26,0,1.8,33.63,12.68,32.6
2024,103,26.05,29.83,0,1.65,32.11,15.08,39.52
2024,104,25.84,30.87,0,1.36,34.23,16.5,46.22
2024,105,24.92,30.35,0,1.51,34.45,17.82,37.64
2024,106,23.14,30.11,0,1.32,35.82,17.34,27.95
2024,107,26.34,29.78,0,1.72,37.18,17.21,26.29
2024,108,27.44,29.29,0,1.68,36.39,18.63,25.15
2024,109,28.75,28.06,0,1.34,36.65,17.9,20.09
2024,110,28.92,27.6,0,1.72,36.63,17.44,25.13
2024,111,29,27.63,0,1.81,36.02,16.97,27.2
2024,112,29.44,27.6,0,1.72,35.91,16.46,22.84
2024,113,27.28,28.83,0.07,1.97,35.6,16.3,23.84
2024,114,27.98,28.45,0,1.48,35.17,16.07,24.14
2024,115,28.67,27.55,0.06,1.84,35.02,16.61,27.21
2024,116,28.31,28.04,0,1.96,34.9,16.62,23.72
2024,117,21.59,28.93,0,1.84,30.47,15.37,28.76
2024,118,30.43,26.23,0,2.26,33.92,14.04,25.77
2024,119,30.24,25.45,0,2.15,32.92,15.69,19.74
2024,120,29.92,26.58,0.02,1.12,32.85,13.06,22.28
2024,121,29.95,27.27,0,1.39,34.69,14.71,27.34
2024,122,29.74,27.65,0,2.08,35.38,16.24,22.87
2024,123,28.4,28.83,0,1.66,34.88,16.77,21.94
2024,124,29.75,28.36,0,1.62,37.36,16.22,24.14
2024,125,29.69,28.35,0,1.93,37.57,16.35,25.5
2024,126,28.74,29.33,0,1.96,38.13,17.54,23.69
2024,127,25.18,29.35,0,1.65,33.78,18.67,24.55
2024,128,22.65,29.66,0,1.78,37.94,17.67,21.47
2024,129,27.66,29.07,0,1.31,38.09,17.73,20.8
2024,130,28.47,28.53,0,1.63,38.87,19.3,23.81
