-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2014,,,,,,,,
Location: latitude  19.27   longitude -99.63 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2626.86 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2014,1,15.51,25.16,1.14,0.92,17.09,3.07,74.81
2014,2,11.51,26.72,0.08,1.48,15.96,2.66,79.04
2014,3,16.68,24.14,0,0.78,15.97,0.76,72.77
2014,4,18.6,22.23,0,0.99,17.41,3.02,63.31
2014,5,18.46,22.27,0,0.94,18.47,4.62,62.04
2014,6,16.04,24.25,0.39,0.88,15.31,4.11,76.91
2014,7,9.82,26.63,0.26,0.73,15.35,2.48,78.67
2014,8,17.83,22.75,0.37,0.79,17.49,3.28,68.91
2014,9,18,22.54,0.02,1.06,17.92,3.91,58.78
2014,10,11.68,25.64,0.06,1.52,17.39,4.11,66.84
2014,11,15.09,24.79,0.33,1.15,18.45,3.5,74.18
2014,12,19.15,22.95,0.79,1.07,18.11,5.62,67.66
2014,13,15.19,24.74,0.08,1.1,18.78,3.53,74.36
2014,14,16.34,25.69,0.74,0.89,16.71,4.86,73.84
2014,15,15.54,24.96,0.05,1.4,12.76,1.16,71.1
2014,16,13.98,24.65,0,1.09,15.96,0.31,67
2014,17,18.67,22.45,0,1.3,15.17,1.07,62.47
2014,18,20.74,22.19,0,0.47,17.19,-0.38,63.38
2014,19,18.83,22.47,0,0.69,17.94,2.15,57.49
2014,20,21.02,21.98,0,1.19,19.7,2.04,65.56
2014,21,20.44,22.02,0,1.69,15.65,2.47,62.75
2014,22,21.07,22.26,0,0.72,19.42,1.42,58.68
2014,23,19.85,23.33,0.01,1.03,20.59,3.2,65.55
2014,24,19.24,23.52,0.08,1.11,19.5,5.04,71.09
2014,25,19.15,24.15,0,0.92,19.88,3.97,65.34
2014,26,18.81,24.07,0.12,1.04,20.58,5.11,63.93
2014,27,19.9,23.9,0.1,0.68,21.19,3.83,62.8
