-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2015,,,,,,,,
Location: latitude  19.27   longitude -99.63 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2626.86 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2015,1,17.25,23.38,0,0.86,19.5,5.12,65.87
2015,2,16.56,23.46,0,1.62,17.51,4.07,74.4
2015,3,13.47,25.29,0,1.22,15.12,4.48,69.77
2015,4,12.65,25.73,0.13,1.67,17.66,3.99,69.03
2015,5,9.01,25.81,0.12,1.86,15.67,2.11,79.24
2015,6,11.95,25.81,0.17,1.24,17.59,2.26,75.71
2015,7,18.06,25.18,0.56,1.87,15.56,4.4,77.98
2015,8,12.38,25.69,0.42,1.56,14.7,4.29,75.49
2015,9,14.87,25.57,0.7,0.56,15.35,4.64,73.77
2015,10,16.34,24.18,0.64,0.72,16.93,3.66,74.83
2015,11,19.74,22.65,0,0.51,19.49,3.89,65.57
2015,12,19.61,22.47,0,0.48,20.68,4.38,61.59
2015,13,18.01,22.85,0.01,0.47,19.9,5.23,56.7
2015,14,19.25,24.16,0,0.55,19.74,6.44,63.95
2015,15,17.71,24.25,0.01,0.55,20.68,5.98,70.99
2015,16,18.01,24.71,0,0.54,20.72,6.11,71.27
2015,17,15.34,26.29,0,0.71,20.5,6.1,69.37
2015,18,17.35,25.69,0,1.09,18.55,6.18,69.51
2015,19,15.63,26.22,0,1.06,19.21,5.39,70.59
2015,20,18.26,24.69,0,0.34,20.99,6.11,61.84
2015,21,16.66,24.79,0.4,1.14,19.94,6.97,73.89
2015,22,18.42,23.48,0.06,1.66,19.57,6.8,70.13
2015,23,17.99,23.4,0.12,1.47,19.66,4.96,67.6
2015,24,18.23,24.12,0.12,0.81,17.84,5.2,74.84
2015,25,12.35,25.59,0.02,0.94,16.5,6.61,75.36
2015,26,17.25,25.3,0,1,16.62,5.61,67.92
2015,27,20.62,23.84,0,1.08,21.07,4.56,58.43
2015,28,22.02,22.34,0,1.31,20.78,3.71,59.08
2015,29,22.07,22.2,0,1.28,19.86,3.51,51.39
2015,30,21.1,22.36,0.06,0.57,19.52,0.87,55.94
2015,31,21.28,21.95,0,1.68,19.1,1.96,62.95
2015,32,17.69,23.06,0.01,1.67,19.01,3.04,58.7
2015,33,13.85,25.39,1.35,1.16,17.68,2.18,71.6
2015,34,11.25,26.9,0.17,1.82,15.35,5.97,73.73
2015,35,21.41,22.41,0,1.18,20.14,4.64,65.05
2015,36,19.97,24.25,0.07,1.38,19.89,4.87,68.1
2015,37,21.7,23.44,0.02,0.99,19.93,3.37,63.08
2015,38,22.54,22.65,0,0.85,20.83,1.5,45.96
2015,39,22.75,21.44,0,1.11,21.49,4.96,36.61
2015,40,22.78,20.87,0,1.36,19.21,2.14,42.56
2015,41,22.31,23.26,0,0.68,20.49,0.73,50.43
2015,42,15.08,25.1,0,0.73,19.58,5.66,56.69
2015,43,14.91,26.66,2.79,0.71,15.95,6.17,77.14
2015,44,11.71,26.63,0.8,0.58,14.47,4.99,73.38
2015,45,9.52,26.77,0.1,0.58,17.91,3.63,66.9
2015,46,11.87,27.56,0.05,1.16,18.4,5.92,67.01
2015,47,17.56,26.34,0.02,1.57,17.73,6.5,64.02
2015,48,14.61,26.43,0.02,1.03,19.44,7.53,60.8
2015,49,22.18,24.08,0.01,1.05,22.41,6.68,59.76
2015,50,23.21,24.08,0.08,0.99,23.01,6.62,63.59
2015,51,19.64,25.01,0.32,1.42,22.65,6.31,67.06
2015,52,22.21,24.66,0.04,0.88,24.27,6.59,55.56
2015,53,21.31,25.87,0.04,0.55,25.04,8.8,47.26
2015,54,24.21,23.31,0.01,1.31,24.13,7.28,48.79
2015,55,22.12,24.45,0,1.07,24.55,6.6,55.61
2015,56,21.72,24.49,0,1.82,23.85,6.63,58.75
2015,57,23,23.01,0.02,1.52,22.82,5.19,53.16
2015,58,22.54,23.21,0.01,1.43,21.47,3.98,56.03
2015,59,23.37,23.22,0,0.73,23.05,6.03,56.14
2015,60,24.22,23.46,0,0.58,24.38,5.84,52.97
2015,61,23.79,23.05,0,0.57,24.96,7.17,49.86
2015,62,24.65,22.66,0,0.97,24.71,5.5,49.9
2015,63,24.46,23.65,0,1.18,25.15,6.92,49.42
2015,64,22.57,25.23,0.26,1.62,23.33,7.45,56.57
2015,65,21.37,26.86,0.64,0.86,23.74,5.52,60.96
2015,66,22.89,25.64,0.55,0.49,23.48,6.14,62.75
2015,67,20.9,26.17,0.25,0.51,20.64,7.57,67.83
2015,68,20.95,25.42,0.88,1.44,21.4,6.2,63.89
2015,69,16.53,27.1,5.45,0.99,16.25,7.1,69.66
2015,70,18.38,25.57,7.63,1.29,15.53,4.97,70.25
