-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2024,,,,,,,,
Location: latitude  19.27   longitude -99.63 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2626.86 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2024,1,19.29,21.79,0,0.47,19.67,4.98,55.52
2024,2,15.24,24.1,0,1.33,18.53,4.43,56.21
2024,3,19.07,22.66,0.01,0.95,20.88,5.75,51.03
2024,4,19.64,22.02,0,1.92,19.57,3.35,69.72
2024,5,19.44,21.79,0.04,2.08,19.06,4.68,68.2
2024,6,19.27,22.79,0,1.66,20.05,3.42,53.98
2024,7,8.58,27.21,0.31,1.21,17.48,5.76,62.28
2024,8,16.17,25.42,0.01,2.25,19.95,4.89,71.52
2024,9,13.62,24.73,0,1.09,19.22,4.56,53.37
2024,10,17.94,23.24,0,1.97,19.63,3.76,63.76
2024,11,17.87,23.11,0,1.54,21.53,5.54,54.9
2024,12,18.74,23.95,0,0.88,24.75,7.48,40.6
2024,13,14.03,25.18,0,1.54,21.32,6.35,48.14
2024,14,14.8,25.25,0,0.91,22.38,7.92,44.8
2024,15,20.62,22.25,0.01,1.04,24.14,6.35,40.03
2024,16,20.22,22.21,0.03,0.72,23.51,8.85,37.5
2024,17,17.09,24.61,0,1.04,22.85,8.15,48.51
2024,18,16.84,24.89,0,1.07,21.57,8.14,39.46
2024,19,11.81,26.81,0.01,1.06,19.06,7.16,36.06
2024,20,9.82,27.95,0.24,0.71,15.33,6.14,68.89
2024,21,11.66,27.32,1.19,0.55,16.88,7.73,68.69
2024,22,15.53,24.99,0.37,1.08,19.95,6.17,70.34
2024,23,19.12,23.51,0,1.06,21.67,5.89,63.43
2024,24,20.34,22.94,0.01,1.47,21.64,6.18,58.92
2024,25,20.77,22.56,0,1.33,21.92,5.22,50.86
2024,26,20.89,22.36,0,1.69,22.19,6.28,46.06
2024,27,21.14,22.36,0.03,0.7,22.65,6.14,44.07
2024,28,17.39,25.1,0.02,1.24,20.57,5.25,65.09
2024,29,16.69,25.13,0.01,0.92,17.47,4.24,55.04
2024,30,11.7,26.12,0,0.71,17.35,6.37,45.32
2024,31,16.9,26.81,0.07,0.79,17.68,7.39,49.2
2024,32,9.95,26.63,0.1,1.14,17.37,6.51,62.22
2024,33,21.73,22.61,0,1.55,21.7,5.4,65.43
2024,34,22.89,21.41,0,2.66,19.55,4.09,66.6
2024,35,23.85,19.95,0,1.72,21.3,0.8,42.31
2024,36,23.79,19.73,0,1.54,20.49,3.13,31.92
2024,37,24.03,20.27,0,1.07,23.54,2.37,26.7
2024,38,23.15,22.08,0,1.05,25.38,3.03,47.32
2024,39,23.26,21.94,0,0.84,26.71,8.03,48.15
2024,40,22.89,21.39,0,1.04,25.8,6.74,44.38
2024,41,23.4,21.42,0,1.8,24.83,5.21,37.9
2024,42,22.6,23.21,0,2.07,24.04,6.11,35.75
2024,43,18.35,26.55,0.01,1.56,23.54,7.84,42.66
2024,44,14.4,27.07,0,1.2,22.62,6.73,48.3
2024,45,14.91,26.25,0,1.05,21.86,6.98,55.4
2024,46,16.07,26.82,0.02,0.94,21.63,7.47,63.31
2024,47,16.18,26.93,5.91,1.8,20.02,6.33,70.79
2024,48,9.99,26.5,9.41,1.84,13.73,3.86,75.55
2024,49,23.61,22.54,0.14,1.15,19.22,2.63,56.2
2024,50,24.91,21.22,0,1.04,23.06,2.06,33.65
2024,51,25.29,21.87,0,1.24,24.25,3.42,33.5
2024,52,25.24,22.63,0,0.57,25.37,4.83,27.37
2024,53,25.59,21.67,0,1.29,26.89,5.97,29.79
2024,54,25.01,21.72,0,0.95,26.55,7.18,32.43
2024,55,24.26,23.62,0,0.92,26.19,5.81,47.71
2024,56,24.87,23.86,0,1.15,26.17,8.86,39.72
2024,57,25.42,23.1,0,0.87,26.78,8.05,32.05
2024,58,25.78,22.64,0,0.75,26.99,7.89,32.08
2024,59,23.77,24.09,0,1.01,27.23,6.9,39.29
2024,60,24.5,24.33,0,1.27,25.01,7.85,44.48
2024,61,23.72,23.87,0,1.21,25.47,8.8,42.36
2024,62,24.99,23.18,0,1.02,25.36,8.12,40.58
2024,63,25.62,23.36,0,1.14,25.9,7.45,41.78
2024,64,25.62,22.97,0,1.43,26.04,7.28,40.85
2024,65,26.48,22.07,0,1.36,26.14,7.3,30.63
2024,66,26.39,22.27,0,1.01,27.08,8.1,31.85
2024,67,26.85,21.62,0,1.89,27.86,8.77,32.45
2024,68,27.74,21.37,0,1.66,28.85,7.79,24.36
2024,69,26.91,22.73,0.04,0.93,29.03,8.72,30.8
2024,70,25.42,23.89,0.06,1.15,26.24,6.53,51.47
2024,71,23.33,24,0.02,1.03,26.6,7.39,49.71
2024,72,24.3,23.39,0.03,1.06,26.48,9.58,39.9
2024,73,24.66,24.4,0,1.2,26.26,8.23,38.54
2024,74,26.27,24.14,0,1.39,26.58,9.9,34.11
2024,75,24.97,24.14,0,0.85,26.3,9.22,31.53
2024,76,24.93,24.08,0,1.01,27.19,8.18,32.06
2024,77,23.78,26.59,0,1.2,24.16,11.2,28.88
2024,78,25.02,25.39,0.16,1.44,28.11,11.6,34.18
2024,79,22.89,26.8,0.07,0.88,26.42,10.28,54.7
2024,80,21.18,26.85,0.16,1.38,27.43,11.01,40.24
2024,81,27.1,23.73,0.01,2.08,26.89,8.81,40.13
2024,82,28.27,23.35,0.01,1.89,27.23,7.5,41.23
2024,83,27.59,22.91,0,1.04,26.98,9.06,34.69
2024,84,29.04,21.64,0,2.55,27.37,5.92,31.62
2024,85,22.87,24.09,0,2.99,23.13,5.88,21.67
2024,86,28.38,22.22,0,2.13,26.44,7.5,18.01
2024,87,28.51,22.25,0.01,1.6,28.23,7.7,25.18
2024,88,26.95,23.91,0.01,0.97,25.83,5.97,50.58
2024,89,27.29,23.55,0,1.22,27.41,6.83,36.06
2024,90,27.89,23.32,0,0.86,27.97,6.68,28.48
2024,91,23.94,25.58,0,1.06,27.64,8.37,33.83
2024,92,27.65,24.27,0,1.89,27.08,10.16,37.5
2024,93,26.39,25.01,0,1.88,28.25,8.23,45
2024,94,26.84,24.81,0.03,1.9,27.25,8.9,48.1
2024,95,26.73,23.72,0,1.75,25.66,6.75,39.85
2024,96,28.63,22.73,0,1.17,26.16,7.43,31.4
2024,97,28.98,23.43,0,1.55,27.36,7.68,33.8
2024,98,27.55,25.26,0,0.88,28.29,7.12,35.67
2024,99,27.67,25.05,0,1.58,27.37,9.15,31.76
2024,100,28.58,23.55,0,2.56,26.62,8.88,35.68
2024,101,28.98,24.13,0,1.73,27.33,7.9,46.1
2024,102,25.84,25.98,0,1.05,26.56,6.9,44.29
2024,103,26.18,27.73,0.71,0.79,28.44,7.28,45.53
2024,104,28.45,26.12,0.01,1.35,29.56,9.46,40.84
2024,105,27.95,25.58,0,0.94,29.7,10.08,34.06
2024,106,24.72,27.1,0.23,0.64,30.6,10.59,39
2024,107,26.87,26.38,0.09,0.76,30.96,11.97,40.26
2024,108,25.74,26.54,0.28,0.45,30.84,11.92,44.19
2024,109,22.32,27.84,0.41,0.61,30.41,12.81,34.57
2024,110,19.97,29.01,1.97,0.61,28.35,11.83,44.24
2024,111,21.09,28.51,1.98,0.96,27.78,11.02,47.53
2024,112,24.52,27.62,1.95,1.43,28.27,11.85,42.92
2024,113,19.97,28.6,3.69,0.94,24.35,10.74,63.83
2024,114,21.51,27.73,0.37,1.04,27.18,10.67,53.18
2024,115,21.72,28.03,0.17,1.03,28.64,10.66,39.6
2024,116,22.04,27.87,0.38,0.87,28.59,10.55,39.3
2024,117,16.61,27.74,0.06,1.51,27.74,11.47,42.41
2024,118,23.35,26.67,0.03,1.56,27.09,11.71,40.38
2024,119,27.96,25.16,0,1.46,27.98,9.99,35.23
2024,120,25.9,25.24,0.02,1.11,27.7,10.4,33.15
2024,121,25.56,25.69,0,0.57,28.9,9.74,33.89
2024,122,26.36,25.68,0,1.15,26.91,11.73,35.46
2024,123,25.58,26.07,0,1.43,27.74,11.52,32.96
2024,124,27.23,25.41,0.21,0.89,30.84,12.36,30.04
2024,125,23.8,27.04,0.79,0.62,31.1,11.91,34.21
2024,126,22.54,28.03,0.34,0.85,31.11,12.7,35.37
2024,127,23.47,28.53,0.11,1.06,31.25,13.21,29.18
2024,128,27.17,26.26,0.07,1.08,31.85,12.63,22.51
