-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2018,,,,,,,,
Location: latitude  31.74   longitude -116.55 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 582.51 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2018,1,11.11,27.85,0,1.17,21.88,11.54,46.33
2018,2,13.29,27.03,0,1.06,25.71,11.81,45.54
2018,3,5.33,29.08,0,1.06,21.45,14.55,38.12
2018,4,13.37,27.1,0,1.25,25.66,14,39.39
2018,5,13.31,27.75,0,1.34,25.3,14.53,47.14
2018,6,8.32,29.63,0,1.14,21.63,13.63,49.14
2018,7,10.96,29.14,0.01,1.27,24.35,13.32,59.09
2018,8,5.63,30.76,0.51,2.37,21.26,12.02,66.82
2018,9,6.58,30.73,15.95,6.36,14.47,10.53,87.11
2018,10,8.72,28.85,2.02,3.38,13.49,9.16,88.77
2018,11,14.34,25.65,0,1.54,23.39,8.14,65.51
2018,12,14.03,26.69,0,2.69,26.67,10.89,46.57
2018,13,13.29,26.83,0,3.17,25.47,13.13,40.58
2018,14,11.22,27.23,0,1.21,21.98,12.69,45.42
2018,15,13.79,26.46,0,1.12,22.66,13.05,49.38
2018,16,12.14,27.35,0,1.34,23.55,11.77,45.94
2018,17,13.38,27.2,0,1.64,23.83,11.48,46.91
2018,18,12.53,28.33,0,1.32,23.47,12.04,46.13
