-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2014,,,,,,,,
Location: latitude  31.74   longitude -116.55 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 582.51 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2014,1,13.63,24.05,0,1.37,22.36,9.06,40.36
2014,2,13.8,25.1,0,1.69,24.06,10.01,41.9
2014,3,13.16,26.23,0,1.1,23.04,11.91,42.82
2014,4,9.2,27.53,0,0.86,18.49,10.83,60.54
2014,5,12.78,26.38,0,2.03,21.66,9.06,41.47
2014,6,14.68,23.65,0,3.03,21.13,8.48,31.13
2014,7,13.66,24.17,0,1.28,20.72,9.79,40.21
2014,8,10.56,28.21,0,0.92,18.86,8.85,64.2
2014,9,10.52,27.94,0,1.24,19.11,8.08,73.48
2014,10,14.05,25.49,0,1.63,23.13,7.94,43.52
2014,11,13.31,26.48,0,1.53,22.99,11.41,42.06
2014,12,13.62,26.07,0,2.47,23.95,9.79,40.3
2014,13,15.25,23.53,0,3.49,22.91,10.44,25.5
2014,14,15.35,24.06,0,5.39,22.51,11.58,27.03
2014,15,15.56,23.49,0,3.4,25.7,11.58,25.41
2014,16,16.16,22.55,0,2.3,26.44,10.16,23.54
2014,17,16.08,22.27,0,1.59,25.72,10.3,24.23
2014,18,14.64,24.57,0,1.3,24.62,10.9,28.02
2014,19,10.74,26.82,0,1.37,23.16,12.61,28.98
2014,20,15.27,24.67,0,1.17,25.37,10.66,28.06
2014,21,8.76,27.69,0,1.08,22.09,12.82,32.78
2014,22,14.11,26.54,0,1.1,23.67,10.65,44.41
2014,23,13.65,26.89,0,1.56,21.68,10.17,37.81
2014,24,5.05,29.52,0,2.5,19.46,12.65,34.03
2014,25,14.46,29.08,0,1.57,21.1,11.85,52.4
2014,26,11.41,27.8,0,1.49,20.41,11.01,78.88
2014,27,14.14,27.77,0,1.87,20.03,10.37,76.32
2014,28,10.86,29.83,0,1.15,24.33,9.7,52.63
