-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 2011,,,,,,,,
Location: latitude  19.38   longitude -100.15 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2459.93 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,DOY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,PRECTOTCORR,WS2M,T2M_MAX,T2M_MIN,RH2M
2011,1,13.69,27.99,0.27,1.31,18.12,5.96,52.24
2011,2,17.86,25.02,0.14,1.33,19.98,5.9,63.68
2011,3,17.6,25.01,0,1.11,18.86,6.72,66.23
2011,4,19.48,24.75,0.04,1.01,21.2,6.87,55.19
2011,5,19.6,24.62,0.02,0.94,22.87,6.48,47.95
2011,6,19.35,24.65,0,1.23,23.36,4.11,52.94
2011,7,19.1,25.03,0,1.1,22.05,6.06,53.53
2011,8,18.69,25.31,0,1.97,19.53,5.89,69.32
2011,9,20.1,24.47,0,2.04,19.04,3.55,55.18
2011,10,19.59,24.05,0,1.56,20.71,4.98,36.57
2011,11,19.71,24.73,0,2.06,21.15,5.87,53.13
2011,12,19.43,25.04,0,1.68,20.02,3.6,59.55
2011,13,18.56,25.75,0.28,1.43,18.56,4.29,63.87
2011,14,18.18,25.5,0,1.2,19.23,3.7,56.92
2011,15,14.98,26.61,0,1.64,17.77,4.85,67.28
2011,16,20.58,23.35,0,2.11,17.83,4.66,64.95
2011,17,21.25,22.56,0,1.32,18.52,2.93,60.04
2011,18,21.74,21.9,0,1.13,19.96,3.12,39.24
2011,19,20.9,22.82,0,1.57,18.59,2.61,35.54
2011,20,21.11,23.49,0,1.61,21.09,4.88,34.64
2011,21,21.21,23.5,0,2.14,20.7,3.24,50.76
2011,22,21.27,23.31,0,1.51,20.57,5.05,47.48
2011,23,21.43,23.16,0,2.12,18.85,3.15,58.32
2011,24,20.64,23.75,0,2.13,18.52,3.2,56.88
2011,25,21.63,23.57,0,1.52,19.33,3.23,51.32
2011,26,20.22,24.13,0,1.98,19.1,4.08,47.17
2011,27,18.57,25.79,0,1.01,17.5,5.45,41.97
2011,28,19.59,25.22,0,1.24,20.75,6.63,42.52
2011,29,18.28,25.73,0,1.52,18.6,6.16,54.29
